country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Euro area,73.52860666,73.8113852,74.15439696,74.22894198,74.58734663,74.75718779,75.05677778,75.34820614,75.53593039,75.76188346,75.91180788,76.02616245,76.38125681,76.48795161,76.79627392,76.95586059,77.21844945,77.58153601,77.79717888,78.02123653,78.27507038,78.59711254,78.68446788,78.70717950000001,79.27870163,79.426283,79.85613242,80.09988189,80.30291582,80.50518154,80.74678098,81.23282485,81.22715817,81.51232873,81.93343440000001,81.56932908,81.94592967,81.95073042
Eritrea,46.653999999999996,46.927,47.187,47.441,47.695,47.956,48.23,48.522,48.841,49.192,49.588,50.04,50.545,51.1,51.696000000000005,52.316,52.938,53.548,54.137,54.707,55.273,55.864,56.5,57.191,57.931999999999995,58.707,59.486999999999995,60.243,60.952,61.602,62.193000000000005,62.732,63.238,63.726000000000006,64.20100000000001,64.664,65.111,65.538
Spain,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.32926829
Estonia,68.90563415,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,77.64146341
Ethiopia,43.747,43.675,43.711999999999996,43.885,44.199,44.633,45.147,45.681999999999995,46.193999999999996,46.667,47.099,47.504,47.911,48.343999999999994,48.81,49.303000000000004,49.81,50.32,50.835,51.36600000000001,51.941,52.595,53.349,54.211000000000006,55.174,56.223,57.333999999999996,58.467,59.581,60.645,61.626999999999995,62.505,63.281000000000006,63.961000000000006,64.547,65.048,65.482,65.872
European Union,72.86311955,73.20244457,73.46406355,73.5272421,73.80245969,73.87677091,74.144908,74.38815487,74.57788459,74.74372503,74.86845016,74.96862850000001,75.28788947,75.3958192,75.69150135,75.81582448,76.06705169,76.36140249,76.59573699,76.82582190000001,77.1584252,77.49405516,77.60673668,77.69438682,78.19377286,78.36572858,78.73979368,78.96911952,79.18395699999999,79.44311802,79.7256373,80.2398704,80.25122103,80.53224137,80.91933139,80.62059281,80.97470527,80.99115581
Fragile and conflict affected situations,50.73711008,51.23031231,51.62783433,52.04010331,52.46254558,52.88512165,53.296740899999996,53.6872017,54.03369923,54.33946062,54.70019621,54.91233657,55.08560127,55.2335756,55.36820044,55.50191599,55.64677911,55.81217476,55.99728211,56.20405373,56.46930924,56.77024212,57.10518909,57.46755263,57.85231443,58.25515008,58.67395966,59.10354419,59.53655657,59.96669328,60.39157326,60.81368844,61.23525951,61.65373131,62.0616813,62.45077645,62.81486122,63.15109546
Finland,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.18048780000001,81.4804878,81.42926829,81.42926829
Fiji,63.997,64.217,64.436,64.65100000000001,64.857,65.041,65.19,65.29899999999999,65.365,65.391,65.37899999999999,65.336,65.278,65.218,65.17,65.15,65.175,65.24600000000001,65.36,65.512,65.687,65.863,66.02199999999999,66.152,66.247,66.313,66.362,66.413,66.477,66.559,66.655,66.759,66.859,66.95,67.03,67.10300000000001,67.175,67.252
France,74.05121951,74.3,74.5,74.8,75.0,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.67073171,82.32195122,82.52439024,82.52439024
Faroe Islands,,,,,,,75.21463415,75.46585366,75.71463415,75.91463415,76.11463415,76.41463415,76.61463415,76.81463415,77.06585366,77.36829268,77.57073171,77.82439024,78.02682927,78.2804878,78.43414634,78.63658537,78.78780488,78.9902439,79.1902439,79.44146341,79.6902439,79.8902439,80.13902439,80.38780488,80.58780488,80.8902439,81.14146341,81.39268293,81.69512195,81.94634146,82.19756098,82.4
Micronesia (Federated States of),62.331,62.528,62.693000000000005,62.833999999999996,62.955,63.06399999999999,63.169,63.273,63.38,63.492,63.605,63.715,63.81399999999999,63.901,63.978,64.04899999999999,64.12100000000001,64.202,64.298,64.413,64.55,64.71,64.888,65.08,65.282,65.48899999999999,65.697,65.90100000000001,66.09899999999999,66.29,66.471,66.646,66.817,66.986,67.152,67.315,67.471,67.618
Gabon,55.251999999999995,56.06100000000001,56.873000000000005,57.674,58.443999999999996,59.153,59.766999999999996,60.266000000000005,60.633,60.865,60.965,60.943999999999996,60.833,60.659,60.43899999999999,60.175,59.854,59.479,59.066,58.646,58.263999999999996,57.968,57.791000000000004,57.75899999999999,57.885,58.181000000000004,58.641000000000005,59.229,59.903999999999996,60.637,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839
United Kingdom,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.15609756
Georgia,69.7,69.726,69.768,69.844,69.954,70.08800000000001,70.226,70.339,70.407,70.425,70.38600000000001,70.29,70.156,70.003,69.84899999999999,69.718,69.635,69.613,69.654,69.756,69.902,70.065,70.22,70.34899999999999,70.45100000000001,70.538,70.635,70.765,70.946,71.18,71.46,71.773,72.097,72.41199999999999,72.707,72.973,73.207,73.414
Ghana,52.277,52.585,52.92,53.286,53.685,54.126999999999995,54.622,55.159,55.717,56.271,56.776,57.181999999999995,57.461999999999996,57.605,57.62,57.528,57.36600000000001,57.187,57.045,56.972,57.001999999999995,57.158,57.425,57.785,58.225,58.718999999999994,59.233999999999995,59.74100000000001,60.216,60.645,61.03,61.381,61.72,62.06399999999999,62.416000000000004,62.772,63.123999999999995,63.463
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,41.3,42.001999999999995,42.783,43.64,44.558,45.52,46.503,47.474,48.398999999999994,49.247,49.986999999999995,50.593,51.066,51.413000000000004,51.64,51.744,51.727,51.61600000000001,51.456,51.295,51.203,51.255,51.483999999999995,51.901,52.498999999999995,53.238,54.052,54.864,55.614,56.278999999999996,56.861000000000004,57.387,57.905,58.446999999999996,59.016000000000005,59.598,60.17,60.706
Gambia,46.341,47.133,47.903,48.645,49.348,49.998000000000005,50.577,51.082,51.518,51.891999999999996,52.221000000000004,52.528,52.833999999999996,53.157,53.508,53.888999999999996,54.29600000000001,54.715,55.133,55.547,55.956,56.358999999999995,56.761,57.159,57.553000000000004,57.93899999999999,58.313,58.67100000000001,59.012,59.333999999999996,59.637,59.917,60.178000000000004,60.426,60.667,60.91,61.166000000000004,61.44
Guinea-Bissau,44.056000000000004,44.402,44.733000000000004,45.04600000000001,45.342,45.626999999999995,45.907,46.19,46.481,46.783,47.095,47.411,47.726000000000006,48.038000000000004,48.348,48.658,48.973,49.301,49.641999999999996,49.998999999999995,50.368,50.744,51.123000000000005,51.501000000000005,51.883,52.275,52.691,53.136,53.611999999999995,54.113,54.628,55.144,55.645,56.117,56.556000000000004,56.958999999999996,57.328,57.673
Equatorial Guinea,44.126999999999995,44.818999999999996,45.466,46.038999999999994,46.528,46.938,47.293,47.63,47.981,48.36,48.775,49.229,49.708,50.2,50.693999999999996,51.184,51.659,52.111999999999995,52.538000000000004,52.93,53.278999999999996,53.581,53.84,54.06399999999999,54.263000000000005,54.449,54.638000000000005,54.842,55.07,55.32899999999999,55.622,55.945,56.288000000000004,56.641999999999996,57.001000000000005,57.358999999999995,57.713,58.06100000000001
Greece,73.64714634,73.9694878,74.279,74.56585366,74.82912195,75.07851219999999,75.32970732,75.59814634,75.8912439,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.38780488
Grenada,67.87899999999999,68.012,68.128,68.234,68.34100000000001,68.462,68.612,68.798,69.024,69.292,69.598,69.937,70.295,70.65899999999999,71.015,71.35600000000001,71.673,71.964,72.226,72.455,72.648,72.805,72.929,73.023,73.08800000000001,73.123,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388
Greenland,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.40341463,66.96341463,67.60780488,68.16268293,68.43536585,68.80682927,69.22073171,69.51926829,69.98268293,70.21341463,70.46780488,70.85707317,71.06243902,71.29902439,71.8304878,71.53841463,71.24634146,,
Guatemala,57.272,57.718999999999994,58.183,58.661,59.153999999999996,59.661,60.176,60.693999999999996,61.214,61.735,62.261,62.799,63.352,63.92100000000001,64.502,65.09,65.678,66.257,66.817,67.351,67.84899999999999,68.304,68.717,69.092,69.437,69.762,70.082,70.40899999999999,70.75,71.108,71.48100000000001,71.861,72.236,72.596,72.935,73.25,73.541,73.81
Guam,69.262,69.567,69.86399999999999,70.15100000000001,70.431,70.70100000000001,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.01100000000001,75.373,75.726,76.065,76.387,76.687,76.96600000000001,77.227,77.47399999999999,77.71,77.941,78.173,78.408,78.649,78.895,79.14399999999999,79.391,79.631
Guyana,62.498000000000005,62.565,62.626000000000005,62.684,62.74100000000001,62.801,62.869,62.95,63.04600000000001,63.159,63.287,63.427,63.576,63.73,63.891000000000005,64.064,64.255,64.468,64.705,64.964,65.242,65.532,65.828,66.122,66.41199999999999,66.694,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.04899999999999,69.262,69.454,69.624
High income,73.18196992,73.53860826,73.87012524,73.97075151,74.24996093,74.378107,74.62697121,74.89583801,75.01349474,75.26016283,75.42240997,75.59682538,75.8572803,75.93240638,76.21287546,76.27964159,76.65065246,76.98413392,77.16583526,77.30971531,77.58667641,77.88797711,78.02620906,78.15333805,78.56633676,78.66508832,78.97464585,79.2094105,79.35690749,79.63711787,79.81667216,80.05797372,80.1771292,80.35509283,80.61077981,80.48961424,80.64039254,80.6937295
"Hong Kong SAR, China",74.67317073,75.32439024,75.42926829,75.27560976,76.02926829,76.43414634,76.68536585,76.88292683,77.08292683,77.02926829,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.42682927,81.37804878,81.82926829,81.62926829,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.68048780000001
Honduras,59.632,60.427,61.236000000000004,62.05,62.858999999999995,63.643,64.382,65.062,65.679,66.229,66.723,67.175,67.605,68.028,68.45,68.87100000000001,69.28399999999999,69.676,70.041,70.378,70.689,70.976,71.249,71.51100000000001,71.77,72.02600000000001,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.70100000000001,74.898
Heavily indebted poor countries (HIPC),47.59881931,47.92442616,48.25027584,48.57393401,48.88997107,49.18322418,49.43485616,49.63176725,49.77107156,49.8646409,49.93684866,50.01768681,50.13036442,50.28053853,50.45924247,50.66226996,50.89472145,51.16403623,51.47749275,51.84219224,52.26409976,52.74934193,53.29664718,53.90032277,54.55207803,55.24228478,55.96161739,56.69696419,57.43356852,58.15822335,58.85894741,59.52887102,60.16656463,60.770334,61.33431282,61.85295324,62.32328929999999,62.7486826
Croatia,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927
Haiti,51.00899999999999,51.347,51.668,51.986999999999995,52.309,52.637,52.97,53.302,53.628,53.949,54.265,54.58,54.894,55.208999999999996,55.523,55.82899999999999,56.121,56.393,56.648,56.891000000000005,57.131,57.382,57.655,57.958999999999996,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.068999999999996,62.485,62.896,63.29
Hungary,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,76.06341463
IBRD only,62.29171141,62.66896517,63.0280214,63.34380153,63.63306051,63.96540922,64.34045118,64.63977796,64.92607995,65.18312595,65.43101282,65.67475691,65.85528018,66.03230999,66.27424469,66.5482981,66.87815400000001,67.21649920000002,67.52456098,67.77362428,68.05693751,68.34641723,68.62753631,68.90993339,69.21311492,69.4995651,69.83689693,70.16798322,70.48680944,70.83619902,71.16432299,71.51371275,71.8306934,72.14462005,72.43103247,72.69987577,72.95836486,73.19550862
IDA & IBRD total,60.1676956,60.54391912,60.90068154,61.21781306,61.50830041,61.82756859,62.17364102,62.45021831,62.70716416,62.93491717,63.14856425,63.36029091,63.51289575,63.66814869,63.87804507,64.11736917,64.40540827,64.70766287,64.98145324,65.2180905,65.49101468,65.77288729,66.05664827,66.35113041,66.67045307,66.98432678,67.34327269,67.70081434,68.04939681,68.41933019,68.76790563,69.12786279,69.45852259,69.78219775,70.07955248,70.35702857,70.61943318,70.85855778
IDA total,50.55923191,51.03717502,51.46206508,51.863006299999995,52.2422524,52.58864021,52.89292944,53.15552949,53.37142713,53.56668919,53.73572938,53.89814634,54.068209100000004,54.24740447,54.44241836,54.65815729,54.89764184,55.15596102,55.43010265,55.73290203,56.06666093,56.43938262,56.85218219,57.30677731,57.79893805,58.321791000000005,58.86735571,59.42576522,59.98192737,60.52361961,61.04170255,61.53402693,62.00127851,62.44660342,62.86837908,63.26317985,63.62848404,63.96471201
IDA blend,53.43391953,53.78376924,54.11070351,54.39160471,54.6367089,54.83580525,54.986934600000005,55.09890766,55.16605313,55.20661455,55.22430139,55.21016379,55.18295143,55.13675081,55.09526627,55.06548632,55.05879544,55.08261767,55.13023111,55.218869999999995,55.36121693,55.56453767,55.83234419,56.1498024,56.52400337,56.94536024,57.40373786,57.88618877,58.376407400000005,58.86125654,59.33663346,59.79092489,60.21764544,60.62611548,61.01255737,61.37157717,61.6994536,61.99688464
Indonesia,57.995,58.489,58.966,59.423,59.863,60.287,60.7,61.107,61.512,61.915,62.32,62.727,63.131,63.528999999999996,63.919,64.291,64.637,64.954,65.244,65.513,65.77199999999999,66.03699999999999,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.85300000000001,69.205,69.542,69.866,70.179,70.48100000000001,70.768,71.035,71.282
IDA only,49.12607896,49.66632485,50.13381297,50.59017627,51.03238512,51.44928398,51.82789199,52.16414754,52.45403745,52.72715792,52.9729285,53.22614583,53.49770108,53.79295036,54.10925116,54.45048408,54.81549606,55.19336507,55.58308379,55.99513652,56.42640566,56.88507337,57.37109389,57.89443913,58.44565144,59.01938615,59.60886079,60.20586036,60.79592111,61.36721306,61.90857468,62.42199943,62.91115151,63.37658823,63.81765907,64.23176212,64.616877,64.97329468
Isle of Man,,,,,,,,,,,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,,,,,
India,53.81399999999999,54.268,54.68600000000001,55.074,55.441,55.801,56.169,56.553000000000004,56.963,57.4,57.865,58.353,58.851000000000006,59.349,59.84,60.32,60.783,61.233000000000004,61.669,62.093,62.505,62.907,63.303999999999995,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.89699999999999,69.165
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,72.6232439,72.85609756,73.08807317,73.31368293,73.53146341,73.74236585,73.95141463,74.16253659,74.37770732,74.59590244,74.80909756,75.00526829,75.18095122,75.33612195,75.47680488,75.61756098,75.83170732,75.98536585,76.18048780000001,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.70487805,81.95609756
Iran (Islamic Republic of),54.114,53.453,53.126000000000005,53.287,53.983000000000004,55.196000000000005,56.828,58.665,60.516000000000005,62.272,63.836999999999996,65.153,66.243,67.137,67.84,68.377,68.791,69.139,69.471,69.813,70.176,70.553,70.921,71.265,71.592,71.917,72.257,72.626,73.027,73.457,73.905,74.352,74.77600000000001,75.16199999999999,75.502,75.796,76.047,76.271
Iraq,59.882,59.448,59.275,59.45399999999999,60.001999999999995,60.876999999999995,61.979,63.147,64.24600000000001,65.212,66.01100000000001,66.653,67.191,67.668,68.089,68.446,68.73100000000001,68.936,69.06,69.108,69.082,68.983,68.827,68.63600000000001,68.437,68.266,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294
Iceland,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.20487805
Israel,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78.0,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.60243902
Italy,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.81951219999999,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,83.24390244
Jamaica,70.793,71.012,71.217,71.416,71.61399999999999,71.82300000000001,72.056,72.317,72.601,72.903,73.204,73.485,73.727,73.918,74.053,74.133,74.167,74.172,74.164,74.152,74.142,74.139,74.14,74.142,74.146,74.148,74.143,74.12899999999999,74.10300000000001,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267
Jordan,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.38600000000001,71.556,71.73,71.907,72.083,72.256,72.42699999999999,72.595,72.763,72.931,73.09899999999999,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292
Japan,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.65048780000001,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561
Kazakhstan,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.29024390000001,68.84878049,68.29024390000001,68.33658537,67.98292683,67.73170732,66.72682927,65.67317073,64.9195122,64.1097561,64.46341463,64.56097561,65.5195122,65.51707317,65.76829268,65.96829268,65.86585366,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61,70.45,71.62,72.0,72.3,72.95
Kenya,57.881,58.316,58.676,58.94,59.093,59.12,59.01,58.773,58.422,57.967,57.406000000000006,56.736000000000004,55.973,55.151,54.31,53.486000000000004,52.708999999999996,52.013999999999996,51.448,51.059,50.92100000000001,51.101000000000006,51.606,52.41,53.475,54.732,56.093,57.463,58.76,59.931999999999995,60.958999999999996,61.851000000000006,62.659,63.419,64.135,64.798,65.393,65.90899999999999
Kyrgyzstan,62.90378049,63.26363415,63.65887805,64.0775122,64.50492683,64.91895122,65.29378049,65.61119512,65.85858537,67.90731707,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.79024390000001,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2
Cambodia,27.535999999999998,33.342,39.157,44.173,48.025,50.563,51.916000000000004,52.586999999999996,52.998999999999995,53.302,53.595,53.916000000000004,54.228,54.513999999999996,54.82,55.18899999999999,55.653,56.211999999999996,56.861999999999995,57.604,58.431999999999995,59.335,60.283,61.24100000000001,62.18600000000001,63.088,63.927,64.697,65.39399999999999,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289
Kiribati,55.971000000000004,56.266000000000005,56.568999999999996,56.886,57.221000000000004,57.57899999999999,57.961999999999996,58.36600000000001,58.783,59.208999999999996,59.636,60.053000000000004,60.455,60.836999999999996,61.198,61.538999999999994,61.86600000000001,62.188,62.50899999999999,62.82899999999999,63.144,63.446000000000005,63.731,63.995,64.242,64.47800000000001,64.712,64.953,65.208,65.48,65.76899999999999,66.072,66.381,66.69,66.995,67.291,67.577,67.851
Saint Kitts and Nevis,,,63.95121951,,,,,65.95121951,,,,,67.95121951,,,,,70.03634146,,,,,71.33658537,,,,,,,,,,,,,,,
Republic of Korea,66.04634146,66.54634146,67.09512195,67.54634146,68.19512195,68.79512195,69.44634146,69.99756098,70.54878049,71.04878049,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.81951219999999,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927
Kuwait,69.693,70.028,70.344,70.64,70.914,71.167,71.398,71.61,71.805,71.985,72.15,72.3,72.435,72.556,72.666,72.764,72.852,72.931,73.00399999999999,73.074,73.142,73.21,73.28,73.355,73.439,73.538,73.66,73.807,73.976,74.16199999999999,74.358,74.55,74.72800000000001,74.885,75.01899999999999,75.13,75.22399999999999,75.311
Latin America & Caribbean (excluding high income),64.31204655,64.69741083,65.07905928,65.45347257,65.82538746,66.19523309,66.56412113,66.93302838,67.29885949999999,67.66499279,68.02872646,68.39038914,68.74889978,69.1016516,69.45005479,69.79402097,70.13546188,70.47492566,70.80964555,71.13992229,71.46197735,71.77123697,72.06674729,72.34404341,72.60437091,72.84836598,73.0766656,73.29315111,73.50024717,73.69988518,73.89250890000001,74.0785194,74.25746895,74.42940986,74.59660243,74.76044681,74.92203333,75.08345444
Lao People's Democratic Republic,49.06100000000001,49.386,49.753,50.162,50.61,51.083999999999996,51.566,52.04,52.497,52.935,53.364,53.799,54.258,54.753,55.285,55.851000000000006,56.44,57.04,57.637,58.225,58.803000000000004,59.372,59.937,60.501999999999995,61.065,61.625,62.181999999999995,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.14399999999999,66.546,66.92399999999999,67.277
Lebanon,67.952,68.113,68.28699999999999,68.47800000000001,68.689,68.918,69.163,69.42,69.689,69.969,70.266,70.584,70.929,71.3,71.699,72.125,72.57600000000001,73.046,73.528,74.017,74.507,74.999,75.488,75.969,76.432,76.865,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833
Liberia,46.053000000000004,46.474,46.776,46.961999999999996,47.038000000000004,47.004,46.861999999999995,46.645,46.398999999999994,46.174,46.04600000000001,46.097,46.357,46.832,47.506,48.31399999999999,49.163000000000004,49.963,50.657,51.233999999999995,51.733999999999995,52.236000000000004,52.826,53.553999999999995,54.422,55.393,56.4,57.365,58.229,58.971000000000004,59.6,60.146,60.663000000000004,61.18600000000001,61.723,62.269,62.802,63.295
Libya,64.185,64.771,65.306,65.793,66.235,66.64399999999999,67.03,67.405,67.775,68.141,68.503,68.85,69.175,69.469,69.732,69.965,70.169,70.352,70.52199999999999,70.684,70.852,71.038,71.244,71.46600000000001,71.693,71.902,72.063,72.155,72.17399999999999,72.12899999999999,72.044,71.956,71.90100000000001,71.907,71.98100000000001,72.12100000000001,72.311,72.52
Saint Lucia,68.14399999999999,68.484,68.803,69.11,69.407,69.69800000000001,69.985,70.266,70.54,70.81,71.074,71.335,71.592,71.843,72.087,72.32300000000001,72.547,72.759,72.958,73.14399999999999,73.319,73.486,73.648,73.808,73.96600000000001,74.122,74.27600000000001,74.426,74.571,74.712,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907
Latin America & Caribbean,64.64378557,65.02915423,65.4097135,65.78251111,66.15152632,66.51719656,66.88041253,67.24198618,67.59979069,67.95668493,68.31079757,68.66278355,69.01183959,69.35639244,69.69746007,70.03514058,70.37123043,70.70576055,71.03605376,71.36205821,71.68694545,71.99277274,72.2872562,72.56173858,72.81852222,73.0596627,73.28645448,73.50058619,73.70281671,73.90270319,74.0956072,74.28141034,74.45968593,74.63098772,74.79706447,74.95969785,75.11995716,75.28021575
Least developed countries: UN classification,48.06381637,48.54320904,49.00533666,49.45390866,49.88615879,50.29107285,50.65536615,50.97440544,51.25092134,51.49640302,51.7327278,51.98598245,52.27296796,52.59672567,52.94966114,53.3246671,53.71944185,54.13220506,54.56205008,55.01043128,55.47978615,55.9757327,56.50274816,57.06108266,57.64678154,58.25570478,58.883105099999995,59.52027856,60.15664527,60.78301467,61.3889337,61.96742512,62.51534548,63.03049635,63.50906065,63.94777696,64.34577144,64.70773022
