country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Low income,47.99120088,48.34611136,48.70214788,49.05722265,49.40582101,49.73520567,50.02888076,50.27466796,50.46921877,50.62291275,50.75649706,50.89477031,51.05747743,51.24801109,51.45739707,51.68712557,51.95191123,52.26614868,52.63842328,53.07239655,53.56581733,54.11441266,54.70804077,55.33698421,55.99355889,56.66786392,57.35272024,58.03814764,58.70985116,59.35400292,59.96218836,60.53434141,61.07699435,61.59529603,62.08889309,62.55473825,62.98932635,63.39261016
Liechtenstein,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,82.25853659
Sri Lanka,68.171,68.529,68.801,68.975,69.057,69.079,69.086,69.12100000000001,69.209,69.352,69.509,69.62,69.639,69.557,69.403,69.259,69.237,69.419,69.845,70.503,71.333,72.233,73.085,73.79899999999999,74.337,74.695,74.904,75.03699999999999,75.157,75.286,75.439,75.61399999999999,75.796,75.97399999999999,76.14699999999999,76.316,76.482,76.648
Lower middle income,55.45808395,55.89786293,56.30872051,56.69818832,57.07004726,57.4283806,57.77816329,58.13880672,58.4811287,58.83288424,59.18185437,59.51580878,59.85548804,60.18651170000001,60.51164819,60.82574358,61.15757269,61.48465503,61.80747534,62.10113963,62.39391373,62.70416911,63.03066846,63.36293049,63.71127948,64.07371123,64.45937727,64.85853622,65.26208134,65.68127612,66.09463367,66.48522132,66.85040132,67.19506093,67.51314846,67.80471167,68.07456289,68.32302436
Low & middle income,60.07648585,60.44701179,60.80690982,61.12870427,61.42431996,61.74872673,62.09547163,62.37548029,62.63244659,62.86611856,63.08582015,63.30192804,63.45053495,63.59893097,63.80441175,64.03836175,64.32086439,64.61898077,64.89093249,65.12968957,65.40253382,65.68552246,65.97264136,66.27160654,66.59258123,66.90879141,67.26892974,67.62835366,67.97736089,68.34912935,68.69724753,69.05762811,69.39128369,69.71646792,70.01269087,70.29377543,70.55541384,70.79658768
Lesotho,56.702,57.318999999999996,57.901,58.437,58.91,59.309,59.632,59.868,60.0,60.003,59.836999999999996,59.464,58.868,58.05,57.022,55.782,54.333999999999996,52.728,51.034,49.328,47.691,46.196999999999996,44.898,43.845,43.083,42.658,42.595,42.854,43.38399999999999,44.146,45.1,46.207,47.416000000000004,48.663000000000004,49.891000000000005,51.038000000000004,52.059,52.946999999999996
Late-demographic dividend,66.54924767,66.94742451,67.31778415,67.60298432,67.83501438,68.12865067,68.48411419,68.67730642,68.84772999,68.95877243,69.06377296,69.15708396,69.15529905,69.143033,69.25644107,69.46251769,69.77101457,70.09524337,70.3912941,70.61765204,70.90260242,71.21051864,71.49839881,71.79259557,72.11652409,72.40036206,72.75500022,73.0814074,73.37569392,73.70189068,73.9808561,74.31818165,74.60859925,74.91554861,75.19825195,75.47081634,75.74518596,75.99540149
Lithuania,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,74.67073171
Luxembourg,72.07260976,72.35768293,72.65346341,72.95887805,73.27192683,73.5857561,73.89460976,74.1937561,74.48034146,74.75241463,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.68536585
Latvia,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.68048780000001
"Macao SAR, China",73.97399999999999,74.33,74.67699999999999,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.58800000000001,78.925,79.256,79.57300000000001,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.98100000000001,82.22,82.462,82.704,82.93799999999999,83.15799999999999,83.361,83.54299999999999,83.70700000000001,83.854,83.98899999999999
St. Martin (French part),,,73.2195122,72.76829268,72.9195122,72.66829268,73.5195122,73.67073171,74.27073171,74.32195122,74.52195122,75.92439024,75.42439024,75.57317073,75.82195122,75.97073171,76.17073171,76.37073171,76.57073171,76.77073171,76.97073171,77.17073171,77.37073171,77.57073171,77.72195122,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122,79.17073171,79.32195122,79.47073171,79.62195122,79.72195122
Morocco,57.56,58.339,59.138999999999996,59.93600000000001,60.717,61.468999999999994,62.188,62.876999999999995,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.76899999999999,70.399,71.067,71.74600000000001,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.97399999999999,76.218
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,64.95100000000001,65.02199999999999,65.205,65.499,65.887,66.33,66.77199999999999,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.76100000000001,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.02199999999999,68.30199999999999,68.671,69.119,69.616,70.119,70.581,70.968,71.267,71.47800000000001,71.617,71.717
Madagascar,49.005,49.26,49.442,49.56,49.63399999999999,49.693999999999996,49.781000000000006,49.931999999999995,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.61600000000001,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.751999999999995,61.211999999999996,61.65,62.07899999999999,62.50899999999999,62.943999999999996,63.388000000000005,63.836000000000006,64.28,64.71300000000001,65.133,65.539,65.931,66.311
Maldives,53.04600000000001,53.998000000000005,54.913000000000004,55.787,56.621,57.424,58.213,59.008,59.823,60.663999999999994,61.528999999999996,62.413000000000004,63.302,64.185,65.059,65.923,66.78399999999999,67.64399999999999,68.501,69.348,70.173,70.964,71.708,72.399,73.03399999999999,73.612,74.138,74.62100000000001,75.07300000000001,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325
Middle East & North Africa,58.63716366,59.03590246,59.50274764,60.0930757,60.80083520000001,61.61609249,62.48808212,63.38292809,64.21949381,65.04125365,65.76998518,66.39131526,66.88674691,67.38788333,67.83172073,68.25403276,68.62672404,68.95879079999999,69.27532617,69.58631001,69.88725649,70.18605938,70.47001711,70.75154428,71.03757045,71.3100307,71.58493975,71.84130305,72.09133382,72.32599411,72.53918335,72.73749387,72.93165619,73.13237932,73.32641704,73.51484485,73.71082025,73.90103351
Mexico,66.553,67.031,67.493,67.942,68.38,68.809,69.232,69.649,70.062,70.469,70.866,71.248,71.61,71.953,72.279,72.598,72.925,73.268,73.625,73.988,74.34,74.658,74.922,75.118,75.243,75.3,75.296,75.255,75.194,75.128,75.065,75.01100000000001,74.96600000000001,74.93,74.908,74.904,74.917,74.947
Marshall Islands,,,,,,,,72.14146341,,,,,,,,,,,,67.50487805,65.23902439,,,,,,,,,,,,,,,,,
Middle income,61.03994686,61.41557168,61.77938469,62.10234204,62.39826254,62.72742034,63.08405058,63.37278341,63.64178312,63.89036052,64.12654611,64.35878187,64.5213291,64.68015293,64.89955328,65.14790215,65.44565592,65.75370221,66.03194614,66.26676579999999,66.53206418,66.80567537,67.07957253,67.36277706,67.66692541,67.96329568,68.30638155,68.64796337,68.97839886,69.33565635,69.66927326,70.01917657,70.34163834,70.65671362,70.94210725,71.21391513,71.46773664,71.70243385
Republic of North Macedonia,68.64,68.764,68.936,69.16199999999999,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.87100000000001,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.781,73.892,73.986,74.08,74.19,74.324,74.484,74.66199999999999,74.846,75.01899999999999,75.171,75.29899999999999,75.406,75.498,75.589
Mali,39.677,40.435,41.173,41.879,42.545,43.17,43.75899999999999,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.068999999999996,48.758,49.54,50.373000000000005,51.224,52.056999999999995,52.839,53.553000000000004,54.193000000000005,54.756,55.251000000000005,55.701,56.135,56.578,57.036,57.50899999999999,57.986999999999995,58.452
Malta,73.07785366,73.31090244,73.59814634,73.94,74.33097561,74.75814634,75.20419512,75.64482927,76.06265854,76.44526829,76.78607317,77.08446341,77.35080488,77.5934878,77.81753659,77.29024390000001,77.34146341,77.73902439,77.58780488,77.5,78.34878049,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.45365854
Myanmar,52.91,53.315,53.726000000000006,54.14,54.556000000000004,54.97,55.375,55.768,56.144,56.505,56.849,57.18,57.504,57.823,58.141000000000005,58.46,58.78,59.101000000000006,59.422,59.744,60.063,60.376999999999995,60.685,60.989,61.294,61.607,61.938,62.294,62.678000000000004,63.089,63.525,63.983000000000004,64.453,64.921,65.378,65.81,66.205,66.558
Middle East & North Africa (excluding high income),57.80939198,58.1715086,58.62408167,59.20574327,59.92376262,60.76309863,61.68501695,62.62528791,63.52872602,64.36465594,65.13628746,65.78211152,66.34893544,66.85472896,67.30725464,67.71427227,68.08394,68.42513784,68.74578953,69.05320874,69.35469385,69.65395824,69.94988268,70.24135933,70.52965815,70.81301805,71.08730651,71.34764383,71.58861587,71.80985937,72.01470088,72.21086861,72.40502044,72.60230904,72.80115246,73.00029612,73.1982111,73.39427025
Montenegro,73.13,73.334,73.524,73.693,73.843,73.98100000000001,74.116,74.255,74.395,74.52600000000001,74.627,74.669,74.634,74.51899999999999,74.334,74.09899999999999,73.845,73.607,73.416,73.28699999999999,73.22800000000001,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.78399999999999,75.15100000000001,75.505,75.82300000000001,76.089,76.297,76.452,76.568,76.667
Mongolia,56.93600000000001,57.074,57.295,57.595,57.968,58.391999999999996,58.836000000000006,59.266000000000005,59.655,59.992,60.268,60.486000000000004,60.67,60.841,61.015,61.211000000000006,61.446999999999996,61.73,62.063,62.446000000000005,62.869,63.318999999999996,63.777,64.23,64.671,65.10300000000001,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,43.515,43.521,43.527,43.56,43.637,43.772,43.975,44.235,44.541000000000004,44.887,45.261,45.647,46.033,46.41,46.772,47.123000000000005,47.47,47.826,48.193999999999996,48.571999999999996,48.946000000000005,49.295,49.61,49.888999999999996,50.143,50.387,50.641000000000005,50.934,51.292,51.738,52.31,53.043,53.931000000000004,54.949,56.062,57.206,58.309,59.309
Mauritania,54.913000000000004,55.486000000000004,56.066,56.643,57.20399999999999,57.735,58.226000000000006,58.67100000000001,59.065,59.405,59.688,59.913999999999994,60.092,60.231,60.341,60.426,60.493,60.545,60.593,60.643,60.706,60.788000000000004,60.891999999999996,61.018,61.17,61.349,61.552,61.776,62.015,62.266000000000005,62.527,62.799,63.07899999999999,63.36600000000001,63.653999999999996,63.93600000000001,64.208,64.464
Mauritius,66.96539024,67.40739024,67.76536585,68.03760976,68.23036585,68.37068293,68.49936585,68.6555122,68.86302439,69.12402439,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.12130081,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415
Malawi,44.29600000000001,44.646,44.95399999999999,45.216,45.431999999999995,45.606,45.746,45.86,45.957,46.038000000000004,46.096000000000004,46.121,46.108000000000004,46.055,45.968999999999994,45.846000000000004,45.677,45.479,45.285,45.136,45.09,45.20399999999999,45.516999999999996,46.052,46.823,47.843999999999994,49.118,50.595,52.206,53.888000000000005,55.56399999999999,57.161,58.629,59.931000000000004,61.042,61.953,62.681000000000004,63.278999999999996
Malaysia,68.117,68.461,68.788,69.09,69.366,69.62100000000001,69.866,70.11,70.358,70.612,70.865,71.10600000000001,71.32600000000001,71.51899999999999,71.687,71.834,71.972,72.11,72.257,72.418,72.594,72.782,72.976,73.17,73.36399999999999,73.555,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828
North America,73.75243079,74.15164237,74.49815471,74.6202615,74.72538912,74.74024503,74.80137957,74.9581156,74.97854162,75.22629846,75.43504527,75.59061834,75.82693748,75.65853666,75.83864200000001,75.86060025,76.24010485,76.62719351,76.78286222,76.80913164,76.88199634,77.08241004,77.18781814,77.30281077,77.72448798,77.75408225,77.94939267,78.23954847,78.30098079999999,78.64772827,78.80945636,78.92056171,79.03148085,79.04221191,79.13808284,79.01211102,78.90168440000001,78.9142768
Namibia,57.373999999999995,57.69,58.049,58.464,58.933,59.451,60.007,60.556000000000004,61.044,61.42,61.608000000000004,61.531000000000006,61.165,60.516000000000005,59.608999999999995,58.479,57.178999999999995,55.806000000000004,54.461999999999996,53.231,52.192,51.398999999999994,50.861999999999995,50.589,50.6,50.931000000000004,51.608999999999995,52.593,53.817,55.207,56.665,58.085,59.387,60.513000000000005,61.425,62.119,62.625,63.021
New Caledonia,66.56951219999999,66.70243902,66.9195122,68.58780488,68.06341463,68.76585366,69.06341463,69.42682927,69.45365854,69.08536585,70.48536585,70.35853659,71.61463415,71.65609756,70.67317073,72.0097561,71.99756098,71.73902439,74.37560976,73.87560976,75.16341463,74.83170732,75.10243902,75.27073171,75.47073171,75.72195122,76.07560976,76.47804878,76.68048780000001,76.9804878,77.25912213,76.64683538,77.06907036,77.17621087,77.25287259999999,77.24430351,76.96150074,77.14878049
Niger,38.961999999999996,39.45,39.927,40.385,40.821,41.24100000000001,41.653999999999996,42.07899999999999,42.53,43.013999999999996,43.538000000000004,44.103,44.703,45.33,45.979,46.641000000000005,47.306999999999995,47.97,48.626999999999995,49.278999999999996,49.928000000000004,50.583999999999996,51.256,51.95,52.668,53.411,54.18,54.968,55.763999999999996,56.556999999999995,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599
Nigeria,45.333,45.637,45.867,46.023,46.106,46.126999999999995,46.101000000000006,46.048,45.99,45.93899999999999,45.9,45.875,45.857,45.845,45.843,45.854,45.88,45.923,45.994,46.103,46.266999999999996,46.51,46.835,47.242,47.72,48.251999999999995,48.812,49.373000000000005,49.913000000000004,50.422,50.896,51.346000000000004,51.786,52.228,52.672,53.111999999999995,53.541000000000004,53.95
Nicaragua,58.347,58.757,59.196000000000005,59.67100000000001,60.18899999999999,60.761,61.394,62.07899999999999,62.803000000000004,63.549,64.293,65.01100000000001,65.683,66.297,66.84899999999999,67.344,67.798,68.234,68.667,69.1,69.527,69.934,70.308,70.64,70.933,71.195,71.436,71.673,71.915,72.167,72.428,72.692,72.95100000000001,73.197,73.429,73.649,73.86,74.068
Netherlands,75.74317073,75.93439024,75.98853659,76.16414634,76.23317073,76.28463415,76.2704878,76.70512195,76.8902439,76.73414634,76.87804878,77.0,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.56097561
Norway,75.67170732,75.86902439,76.01097561,76.06682927,76.22439024,75.91682927,76.24121951,76.08170732,76.2204878,76.5004878,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.15048780000001,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.5097561
Nepal,46.776,47.45,48.141999999999996,48.852,49.577,50.324,51.095,51.891000000000005,52.711999999999996,53.551,54.403999999999996,55.262,56.118,56.964,57.793,58.6,59.383,60.144,60.88399999999999,61.6,62.288000000000004,62.945,63.57,64.165,64.729,65.264,65.773,66.26,66.727,67.178,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,72.82926829,73.62195122,73.72439024,73.77560976,74.37073171,73.82926829,74.12195122,74.17804878,74.42439024,74.82439024,75.37804878,76.03170732,76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659
OECD members,72.26665263,72.63518226,72.98075034,73.11193219,73.39904728,73.54434649,73.80940411,74.09315542,74.24208512,74.50733414,74.68993483,74.88098127,75.16266802,75.26848309999998,75.56228383,75.66831056,76.04177656,76.38384124,76.59570725,76.77346204,77.06183125,77.37126981,77.53078735,77.68026151,78.08197417,78.19806444,78.48696929,78.71055033,78.85643305,79.11539871,79.28588117,79.51783833,79.63123582,79.79439152,80.04377518,79.93402595,80.08656321,80.13846573
Oman,59.758,60.659,61.523,62.356,63.153,63.915,64.638,65.324,65.975,66.593,67.18,67.73899999999999,68.273,68.786,69.283,69.77,70.25,70.726,71.197,71.664,72.126,72.58,73.02199999999999,73.447,73.851,74.23,74.577,74.893,75.179,75.44,75.682,75.916,76.149,76.388,76.634,76.887,77.142,77.393
Other small states,59.09028429,59.558132400000005,60.03033017,60.47953807,60.86252737,61.22272786,61.59684222,61.892557,62.09803313,62.19614508,62.22331882,62.25159834,62.14035885,61.90941498,61.61199713,61.42546583,61.28385615,60.97972772,60.63377632,60.40056968,60.24526676,60.10870507,60.09955999,60.21007671,60.48702465,60.90024137,61.408589299999996,62.04902917,62.77963883,63.56156631,64.30884935,65.02064195,65.71946022,66.33313879,66.89118507,67.40523612,67.83562940000002,68.20548751
Pakistan,56.86,57.206,57.54600000000001,57.882,58.213,58.54,58.863,59.18,59.493,59.799,60.1,60.393,60.68,60.96,61.235,61.505,61.773,62.038999999999994,62.303000000000004,62.56399999999999,62.82,63.066,63.3,63.522,63.736000000000004,63.951,64.176,64.42,64.685,64.969,65.264,65.562,65.84899999999999,66.117,66.36,66.577,66.77,66.947
Panama,70.192,70.53699999999999,70.858,71.163,71.453,71.732,72.0,72.257,72.506,72.747,72.982,73.212,73.439,73.661,73.87899999999999,74.092,74.3,74.5,74.694,74.881,75.06,75.233,75.40100000000001,75.565,75.72800000000001,75.892,76.06,76.234,76.414,76.6,76.792,76.98899999999999,77.188,77.38600000000001,77.583,77.77600000000001,77.964,78.149
Peru,60.24,60.803999999999995,61.378,61.958,62.542,63.132,63.731,64.33800000000001,64.949,65.56,66.165,66.757,67.33,67.88,68.405,68.903,69.378,69.834,70.274,70.7,71.111,71.505,71.882,72.24,72.581,72.908,73.222,73.528,73.82600000000001,74.12,74.41,74.697,74.98100000000001,75.258,75.529,75.792,76.044,76.286
Philippines,63.677,63.87,64.067,64.26,64.45100000000001,64.655,64.895,65.186,65.53399999999999,65.933,66.366,66.811,67.23899999999999,67.628,67.962,68.23100000000001,68.431,68.574,68.675,68.744,68.793,68.835,68.88,68.937,69.013,69.112,69.233,69.37,69.515,69.667,69.82300000000001,69.984,70.149,70.315,70.48100000000001,70.64399999999999,70.80199999999999,70.952
Palau,,,,,,,,,,,69.06926829,,,,,71.84463415,,,,,70.49365854,,,,,69.12926829,,,,,,,,,,,,
Papua New Guinea,52.735,53.276,53.763000000000005,54.196999999999996,54.581,54.925,55.242,55.548,55.855,56.168,56.492,56.823,57.152,57.473,57.781000000000006,58.073,58.343999999999994,58.593999999999994,58.828,59.049,59.265,59.486999999999995,59.722,59.974,60.245,60.534,60.836000000000006,61.141000000000005,61.442,61.739,62.028999999999996,62.316,62.604,62.891999999999996,63.181000000000004,63.466,63.744,64.01
Poland,70.09756098,71.05121951,71.10243902,71.0,70.8,70.54878049,70.84878049,70.89756098,71.33170732,71.04390244,70.8902439,70.58780488,71.0902439,71.59512195,71.69512195,71.89268293,72.24634146,72.64634146,72.99756098,73.04390244,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77.0,77.60243902,77.45121951,77.85121951,77.85121951
Pre-demographic dividend,47.74488031,48.06643757,48.36639132,48.64421738,48.89652869,49.11878575,49.30595962,49.4562091,49.57202366,49.65896909,49.71935386,49.75580633,49.77500125,49.78742839,49.80334471,49.83519107,49.89658715,49.99897093,50.15476409,50.37559945,50.67377581,51.05894121,51.52350696,52.05507504,52.6414836,53.26990237,53.92744081,54.60056864,55.27598427,55.94318769,56.59345621,57.2241555,57.83555535,58.42601741,58.98777897,59.51195893,59.99193712,60.42746691
Puerto Rico,73.7002439,73.79746341,73.90858537,74.03663415,74.17763415,74.30919512,74.40039024,74.43097561,74.39409756,74.29895122,74.16917073,74.03880488,73.94636585,73.92087805,73.97690244,74.12456098,74.36146341,74.66404878,75.00729268,75.3754878,76.68926829,77.06682927,77.7604878,78.07121951,78.17585366,78.29609756,78.41634146,78.42585366,77.96292683,78.191,78.41909756,78.64065854,78.84758537,79.03434146,79.20246341,79.3534878,79.49497561,79.63453659
"Korea, Dem. People’s Rep.",66.186,66.571,66.92399999999999,67.255,67.569,67.9,68.28399999999999,68.719,69.17699999999999,69.611,69.896,69.87899999999999,69.492,68.742,67.69800000000001,66.53699999999999,65.495,64.77199999999999,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.54,68.675,68.884,69.185,69.571,70.012,70.454,70.85300000000001,71.19800000000001,71.48100000000001,71.711,71.91
Portugal,71.21463415,71.61463415,72.41463415,72.26585366,72.51463415,72.81463415,73.26585366,73.66585366,73.71463415,74.26585366,73.96585366,74.01463415,74.31219512,74.51219512,74.91463415,75.31219512,75.26097561,75.41219512,75.71219512,75.96341463,76.31463415,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.12439024
Paraguay,67.02600000000001,67.192,67.343,67.479,67.60300000000001,67.723,67.85,67.993,68.157,68.343,68.545,68.753,68.958,69.152,69.335,69.51100000000001,69.69,69.88,70.087,70.31,70.546,70.786,71.023,71.249,71.464,71.667,71.862,72.055,72.251,72.45,72.653,72.86,73.068,73.274,73.473,73.66199999999999,73.836,73.992
State of Palestine,,,,,,,,,,,68.048,68.433,68.795,69.135,69.455,69.757,70.041,70.309,70.56,70.797,71.02199999999999,71.23899999999999,71.447,71.648,71.842,72.028,72.203,72.366,72.517,72.656,72.788,72.915,73.041,73.17,73.303,73.442,73.589,73.74
Pacific island small states,63.10286705,63.38964259,63.66332893,63.92154645,64.16171305,64.37767728,64.56443642,64.91775813,64.85365656,64.96467538,65.09727675,65.14506410000001,65.22765841,65.31501071,65.41458087,65.59633909,65.68651706,65.86788841,66.07607718,66.33964258,66.55718548,66.79805225,67.03312099,67.25016817,67.44565789,67.63693066,67.78612546,67.94836464,68.11678919,68.29562369,68.48525042,68.68299373,68.88198265,69.07737697,69.26553193,69.44445877,69.61374193,69.77428378
Post-demographic dividend,73.27540866,73.59294072,73.91868813,74.0273735,74.31708851,74.45985944,74.70968206,74.99723058,75.09950377,75.35028825,75.47946421,75.60455509,75.80604164,75.80825754,76.05855005,76.07511798,76.43889464,76.78258757,76.99918119,77.11641794,77.35565012,77.64768594,77.78723876,77.91472673,78.34048562,78.43332178,78.75815221,79.0118207,79.1543505,79.47737489,79.68608316,79.95285422,80.08663644,80.26792474,80.52413494,80.39489868,80.55424512,80.61363761
French Polynesia,64.57600000000001,65.234,65.854,66.407,66.883,67.278,67.604,67.888,68.156,68.42399999999999,68.704,69.007,69.332,69.678,70.044,70.426,70.815,71.202,71.58,71.946,72.303,72.658,73.017,73.382,73.751,74.116,74.46600000000001,74.793,75.092,75.363,75.611,75.844,76.074,76.307,76.546,76.78699999999999,77.024,77.251
Qatar,72.869,73.23899999999999,73.589,73.922,74.237,74.53699999999999,74.821,75.09100000000001,75.34899999999999,75.593,75.824,76.041,76.241,76.42699999999999,76.59899999999999,76.759,76.90899999999999,77.05199999999999,77.19,77.327,77.467,77.612,77.762,77.919,78.083,78.252,78.425,78.601,78.775,78.945,79.108,79.26,79.399,79.527,79.646,79.758,79.868,79.98100000000001
Romania,69.09097561,69.36829268,69.53170732,69.72634146,69.65878049,69.70682927,69.49634146,69.22682927,69.38804878,69.53073171,69.74121951,69.78439024,69.78439024,69.56341463,69.5097561,69.45609756,69.10487805,69.00487805,69.80731707,70.51219512,71.16341463,71.16097561,71.0097561,71.3097561,71.59427561,71.87889512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,75.01219512,75.3097561,75.3097561
Russian Federation,67.03390244,67.26390244,67.80609756,67.65268293,67.20268293,67.85682927,69.3897561,69.44,69.46439024,69.17170732,68.88609756,68.47439024,66.87317073,64.93585366,64.46707317,64.69073171,65.85414634,66.69878049,67.0297561,65.98219512,65.48365854,65.38341463,65.12878049,65.04780488,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.11902439
Rwanda,48.527,49.498000000000005,50.486999999999995,51.342,51.888000000000005,51.685,50.233000000000004,47.409,43.361000000000004,38.439,33.413000000000004,29.248,26.691,26.171999999999997,27.738000000000003,31.037,35.38,39.838,43.68600000000001,46.638999999999996,48.648999999999994,49.93600000000001,50.986999999999995,52.178000000000004,53.595,55.254,57.083,58.915,60.611999999999995,62.129,63.433,64.523,65.438,66.219,66.884,67.45,67.93,68.34100000000001
South Asia,53.95884433,54.41704991,54.84126695,55.24177056,55.62692869,56.00894438,56.40006967,56.80523584,57.23094947,57.67713341,58.14480099,58.63004675,59.12313447,59.61690854,60.10686443,60.58985547,61.06099238,61.52176473,61.96970889,62.40431132,62.82398278,63.22899214,63.62377115,64.01139648,64.39518787,64.78317085,65.17993291,65.58771357,66.00524982,66.4278567,66.84876853,67.25831784,67.64633996,68.00771902,68.34020626,68.64190068,68.91615144,69.1713119
