,0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
7848,7848,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1280846129
8090,8090,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,251806402
8134,8134,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,33157050
8464,8464,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,8059500
8882,8882,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,17035550
9300,9300,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,107890
9718,9718,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,3526378
10356,10356,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,5914621
10774,10774,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,2957689
11192,11192,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,29468872
11610,11610,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,415593
11654,11654,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,118827161
11852,11852,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,2881792
12270,12270,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,33715693
12468,12468,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,51852451
12512,12512,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2233510
12622,12622,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,3764805
13040,13040,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,3835437
13436,13436,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,7788379
13722,13722,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,29773987
14074,14074,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,98871552
14338,14338,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,38040196
14756,14756,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10457295
15174,15174,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,2336574
15592,15592,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,19983693
16010,16010,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,190717
16428,16428,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,30052518
16824,16824,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,13782420
16890,16890,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7164132
17220,17220,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5399162
17572,17572,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,571335
17968,17968,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,547291
18254,18254,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,8059769
18628,18628,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,68144501
18672,18672,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1153295
18738,18738,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,101768
19156,19156,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,10952951
19420,19420,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,75928564
19772,19772,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5366375
20146,20146,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,45489600
20542,20542,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,9197910
20960,20960,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,316057727
21334,21334,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,30243200
21708,21708,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,256635
17,17,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,33370794
127,127,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2889104
545,545,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,38923687
875,875,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,42669500
1205,1205,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2912403
1623,1623,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9535079
1997,1997,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1336075
2085,2085,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9474511
2393,2393,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,353366
2415,2415,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,719056
2591,2591,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,202763735
3009,3009,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,409769
3427,3427,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7223938
3845,3845,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,518269
4219,4219,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,15274503
4483,4483,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1364270000
4813,4813,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,46969209
4857,4857,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4795396
5341,5341,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11306902
5759,5759,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,898696
5913,5913,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,10165178
6309,6309,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,15951838
6463,6463,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6295128
6551,6551,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,866453
6947,6947,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3719414
7343,7343,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,108902
7387,7387,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,15923243
7585,7585,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,8955589
7849,7849,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1295604184
8091,8091,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,255129004
8135,8135,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,34411951
8465,8465,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,8215700
8883,8883,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,17288285
9301,9301,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,109391
9719,9719,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,3690942
10357,10357,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,6262410
10775,10775,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,2932367
11193,11193,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,29866559
11611,11611,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,435015
11655,11655,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,120355128
11853,11853,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,2940108
12271,12271,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,34192347
12469,12469,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,52280807
12513,12513,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2273430
12623,12623,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,4027260
13041,13041,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,3901315
13437,13437,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,7946731
13723,13723,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,30090359
14075,14075,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,100513138
14339,14339,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,38011735
14757,14757,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10401062
15175,15175,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,2459198
15593,15593,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,19908979
16011,16011,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,192221
16429,16429,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,30916994
16825,16825,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,14174731
16891,16891,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7130576
17221,17221,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5469724
17573,17573,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,587079
17969,17969,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,553273
18255,18255,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,8252833
18629,18629,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,68438730
18673,18673,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1174331
18739,18739,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,101028
19157,19157,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,11063201
19421,19421,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,77231907
19773,19773,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5466328
20147,20147,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,45271947
20543,20543,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,9214175
20961,20961,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,318386421
21335,21335,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,30757700
21709,21709,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,263888
18,18,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,34413603
128,128,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2880703
546,546,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,39728025
876,876,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,43131966
1206,1206,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2925553
1624,1624,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9649341
1998,1998,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1371851
2086,2086,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9489616
2394,2394,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,360933
2416,2416,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,727876
2592,2592,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,204471769
3010,3010,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,414907
3428,3428,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7177991
3846,3846,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,524743
4220,4220,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,15521436
4484,4484,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1371220000
4814,4814,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,47520667
4858,4858,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4847804
5342,5342,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11324781
5760,5760,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,913993
5914,5914,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,10281680
6310,6310,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,16212020
6464,6464,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6325124
6552,6552,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,868627
6948,6948,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3725276
7344,7344,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,109599
7388,7388,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,16252429
7586,7586,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,9112916
7850,7850,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1310152403
8092,8092,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,258383256
8136,8136,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,35572261
8466,8466,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,8380100
8884,8884,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,17542806
9302,9302,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,110930
9720,9720,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,3835591
10358,10358,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,6532678
10776,10776,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,2904910
11194,11194,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,30270962
11612,11612,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,454915
11656,11656,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,121858258
11854,11854,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,2998439
12272,12272,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,34663603
12470,12470,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,52680726
12514,12514,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2314904
12624,12624,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,4267348
13042,13042,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,3968487
13438,13438,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,8107775
13724,13724,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,30470734
14076,14076,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,102113212
14340,14340,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,37986412
14758,14758,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10358076
15176,15176,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,2565710
15594,15594,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,19815481
16012,16012,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,193513
16430,16430,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,31717667
16826,16826,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,14578459
16892,16892,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7095383
17222,17222,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5535002
17574,17574,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,603118
17970,17970,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,559143
18256,18256,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,8454028
18630,18630,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,68714511
18674,18674,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1196302
18740,18740,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,100781
19158,19158,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,11179949
19422,19422,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,78529409
19774,19774,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5565287
20148,20148,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,45154029
20544,20544,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,9262900
20962,20962,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,320742673
21336,21336,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,31298900
21710,21710,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,271130
19,19,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,35383128
129,129,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2876101
547,547,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,40551404
877,877,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,43590368
1207,1207,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2936146
1625,1625,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9757812
1999,1999,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1425791
2087,2087,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9501534
2395,2395,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,368400
2417,2417,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,736709
2593,2593,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,206163058
3011,3011,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,419800
3429,3429,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7127822
3847,3847,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,531146
4221,4221,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,15766293
4485,4485,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1378665000
4815,4815,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,48171392
4859,4859,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4899345
5343,5343,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11335109
5761,5761,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,929112
5915,5915,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,10397743
6311,6311,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,16491115
6465,6465,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6356143
6553,6553,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,872399
6949,6949,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3727505
7345,7345,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,110261
7389,7389,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,16583060
7587,7587,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,9270795
7851,7851,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1324509589
8093,8093,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,261554226
8137,8137,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,36610632
8467,8467,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,8546000
8885,8885,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,17794055
9303,9303,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,112524
9721,9721,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,3956873
10359,10359,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,6711121
10777,10777,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,2868231
11195,11195,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,30684804
11613,11613,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,475513
11657,11657,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,123333376
11855,11855,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,3056359
12273,12273,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,35126296
12471,12471,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,53045226
12515,12515,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2358041
12625,12625,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,4479219
13043,13043,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,4037078
13439,13439,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,8271760
13725,13725,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,30926032
14077,14077,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,103663927
14341,14341,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,37970087
14759,14759,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10325452
15177,15177,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,2654374
15595,15595,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,19702332
16013,16013,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,194535
16431,16431,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,32442572
16827,16827,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,14993528
16893,16893,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7058322
17223,17223,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5607283
17575,17575,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,619437
17971,17971,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,564888
18257,18257,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,8663579
18631,18631,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,68971331
18675,18675,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1219288
18741,18741,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,101133
19159,19159,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,11303946
