Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,32343389
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,619428
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,114092963
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3494195
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,365734
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,21151640
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6197663
2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,4953061
2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,2991884
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,50600818
2015IPV1Belize,Belize,2015,IPV1,LACR,7,1000,8000,322464
2015IPV1Bangladesh,Bangladesh,2015,IPV1,ROSA,51,1482000,2906000,147575430
2015IPV1Bahrain,Bahrain,2015,IPV1,MENA,98,21000,21000,1240860
2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,3579215
2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,175525609
2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,2876186
2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,154324933
2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,15843133
2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,5745526
2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,26883535
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,50250367
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,31929087
2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,28792655
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,618294
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3393409
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,353398
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,20569117
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6133984
2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,4813026
2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,2821045
2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,100930
2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,16092822
2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,6893260
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,112463887
2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,1654950
2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,142785342
2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,26630303
2015IPV1Antigua and Barbuda,Antigua and Barbuda,2015,IPV1,LACR,21,500,1000,88028
2015IPV1Algeria,Algeria,2015,IPV1,MENA,8,79000,991000,35977455
2015IPV1Albania,Albania,2015,IPV1,CEECIS,99,35000,35000,2913021
2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,230247
2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,7917372
2015IPV1Ukraine,Ukraine,2015,IPV1,CEECIS,59,271000,460000,46053300
2015IPV1Turkey,Turkey,2015,IPV1,CEECIS,97,1261000,1300000,71321399
2015IPV1Tunisia,Tunisia,2015,IPV1,MENA,98,202000,207000,10525694
2015IPV1Trinidad and Tobago,Trinidad and Tobago,2015,IPV1,LACR,6,1000,19000,1320930
2015IPV1Tonga,Tonga,2015,IPV1,EAPR,34,1000,3000,103890
2015IPV1Syrian Arab Republic,Syrian Arab Republic,2015,IPV1,MENA,59,268000,455000,21205873
2015IPV1Suriname,Suriname,2015,IPV1,LACR,12,1000,11000,523111
2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,33783788
2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,20123508
2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,9142259
2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,50477011
2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,515181
2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,4987573
2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,87298
2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7320807
2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,12335084
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6320359
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,22961253
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,415593
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3817494
2015IPV1Dominican Republic,Dominican Republic,2015,IPV1,LACR,6,12000,203000,10513131
2015IPV1Cote d'Ivoire,Cote d'Ivoire,2015,IPV1,WCAR,27,214000,794000,24437469
2015IPV1Comoros,Comoros,2015,IPV1,ESAR,91,22000,24000,813892
2015IPV1Colombia,Colombia,2015,IPV1,LACR,92,674000,732000,48901066
2015IPV1Chad,Chad,2015,IPV1,WCAR,28,159000,569000,15016773
2015IPV1Central African Republic,Central African Republic,2015,IPV1,WCAR,2,3000,151000,4596028
2015IPV1Cameroon,Cameroon,2015,IPV1,WCAR,31,250000,806000,24566045
2015IPV1Burundi,Burundi,2015,IPV1,ESAR,4,16000,397000,10827024
2015IPV1Brazil,Brazil,2015,IPV1,LACR,97,2831000,2918000,207833831
2015IPV1Ecuador,Ecuador,2015,IPV1,LACR,3,10000,328000,16785361
2015IPV1Botswana,Botswana,2015,IPV1,ESAR,8,4000,55000,2205128
2015IPV1Bhutan,Bhutan,2015,IPV1,ROSA,43,5000,13000,745568
2015IPV1Benin,Benin,2015,IPV1,WCAR,31,115000,371000,11175204
2015IPV1Belize,Belize,2015,IPV1,LACR,7,1000,8000,375769
2015IPV1Bangladesh,Bangladesh,2015,IPV1,ROSA,51,1482000,2906000,159670593
2015IPV1Bahrain,Bahrain,2015,IPV1,MENA,98,21000,21000,1494074
2015IPV1Antigua and Barbuda,Antigua and Barbuda,2015,IPV1,LACR,21,500,1000,95426
2015IPV1Algeria,Algeria,2015,IPV1,MENA,8,79000,991000,41389198
2015IPV1Albania,Albania,2015,IPV1,CEECIS,99,35000,35000,2873457
2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,278330
2015IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2015,IPV1,CEECIS,56,17000,30000,3351527
2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,9360980
2015IPV1Georgia,Georgia,2015,IPV1,CEECIS,10,6000,56000,3728004
2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,12067539
2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6384855
2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,27627124
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,53382581
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,35581294
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,622373
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,124777324
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,4282574
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,496402
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,25570540
2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,110874
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6580724
2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,4056097
2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,114158
2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,18037776
2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,9779173
2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2920853
2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8713300
2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1338658835
2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,9429013
2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,775221
2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6811873
2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,21602472
2015IPV1Ukraine,Ukraine,2015,IPV1,CEECIS,59,271000,460000,45004645
2015IPV1Tunisia,Tunisia,2015,IPV1,MENA,98,202000,207000,11303946
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,53045226
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,35126296
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,622303
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,123333376
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,4163534
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,475513
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,24894380
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6492164
2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6711121
2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,27261131
2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,3956873
2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,17794055
2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,9551467
2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2906238
2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8546000
2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1324509589
2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,9270795
2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,771366
2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,11738441
2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,110261
2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,112524
2015IPV1Turkey,Turkey,2015,IPV1,CEECIS,97,1261000,1300000,79821724
2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6303974
2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,185960289
2015IPV1Trinidad and Tobago,Trinidad and Tobago,2015,IPV1,LACR,6,1000,19000,1377564
2015IPV1Tonga,Tonga,2015,IPV1,EAPR,34,1000,3000,101133
2015IPV1Syrian Arab Republic,Syrian Arab Republic,2015,IPV1,MENA,59,268000,455000,17453933
2015IPV1Suriname,Suriname,2015,IPV1,LACR,12,1000,11000,564888
2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,39847440
2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,21203000
2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,10832512
2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,56203654
2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,619437
2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,20788838
2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,5607283
2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7058322
2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,14993528
2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,32442572
2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,144342396
2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2654374
2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,30926032
2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,4037078
2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,203627284
2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4479219
2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,94677
2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,190873311
2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4665935
2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,207896686
2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4829483
2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,195874740
2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,22442948
2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6465513
2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,28087871
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,53708395
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,36029138
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,622345
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,126190788
2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,212215030
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,4403319
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,26262368
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6678567
2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6848925
2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,4137309
2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,115847
2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,18276499
2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,9956011
2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2934855
2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8883800
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,515696
2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1352617328
2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,4176873
2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2781677
2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,292680
2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,9630959
2015IPV1Ukraine,Ukraine,2015,IPV1,CEECIS,59,271000,460000,44622516
2015IPV1Turkey,Turkey,2015,IPV1,CEECIS,97,1261000,1300000,82319724
2015IPV1Tunisia,Tunisia,2015,IPV1,MENA,98,202000,207000,11565204
2015IPV1Trinidad and Tobago,Trinidad and Tobago,2015,IPV1,LACR,6,1000,19000,1389858
2015IPV1Tonga,Tonga,2015,IPV1,EAPR,34,1000,3000,103197
2015IPV1Syrian Arab Republic,Syrian Arab Republic,2015,IPV1,MENA,59,268000,455000,16906283
2015IPV1Suriname,Suriname,2015,IPV1,LACR,12,1000,11000,575991
2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,31989256
2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,41801533
2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,10975920
2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,57779622
2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,652858
2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,5638676
2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,96762
2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,6982084
2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,15854360
2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,33699947
2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,144478050
2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,21670000
2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,9587522
2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,779004
2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,12414318
2015IPV1Turkey,Turkey,2015,IPV1,CEECIS,97,1261000,1300000,81101892
2015IPV1Tunisia,Tunisia,2015,IPV1,MENA,98,202000,207000,11433443
2015IPV1Trinidad and Tobago,Trinidad and Tobago,2015,IPV1,LACR,6,1000,19000,1384072
2015IPV1Tonga,Tonga,2015,IPV1,EAPR,34,1000,3000,101998
2015IPV1Syrian Arab Republic,Syrian Arab Republic,2015,IPV1,MENA,59,268000,455000,17068002
2015IPV1Suriname,Suriname,2015,IPV1,LACR,12,1000,11000,570496
2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,40813396
2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,21444000
2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,10910759
2015IPV1Ukraine,Ukraine,2015,IPV1,CEECIS,59,271000,460000,44831135
2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,57000451
2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,5612253
2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,95843
2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7020858
2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,15419381
2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,33099147
2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,144496740
2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2724724
2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,31444297
2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,4106771
2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,636038
2015IPV1United Arab Emirates,United Arab Emirates,2015,IPV1,MENA,99,100000,101000,9487203
2015IPV1Vanuatu,Vanuatu,2015,IPV1,EAPR,4,500,8000,285510
2015IPV1Albania,Albania,2015,IPV1,CEECIS,99,35000,35000,2866376
2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,111454
2015IPV1Georgia,Georgia,2015,IPV1,CEECIS,10,6000,56000,3731000
2015IPV1Ecuador,Ecuador,2015,IPV1,LACR,3,10000,328000,17084357
2015IPV1Dominican Republic,Dominican Republic,2015,IPV1,LACR,6,12000,203000,10627165
2015IPV1Cote d'Ivoire,Cote d'Ivoire,2015,IPV1,WCAR,27,214000,794000,25069229
2015IPV1Comoros,Comoros,2015,IPV1,ESAR,91,22000,24000,832322
2015IPV1Colombia,Colombia,2015,IPV1,LACR,92,674000,732000,49648685
2015IPV1Chad,Chad,2015,IPV1,WCAR,28,159000,569000,15477751
2015IPV1Central African Republic,Central African Republic,2015,IPV1,WCAR,2,3000,151000,4666377
2015IPV1Cameroon,Cameroon,2015,IPV1,WCAR,31,250000,806000,25216237
2015IPV1Burundi,Burundi,2015,IPV1,ESAR,4,16000,397000,11175378
2015IPV1Brazil,Brazil,2015,IPV1,LACR,97,2831000,2918000,209469333
2015IPV1Botswana,Botswana,2015,IPV1,ESAR,8,4000,55000,2254126
2015IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2015,IPV1,CEECIS,56,17000,30000,3323929
2015IPV1Bhutan,Bhutan,2015,IPV1,ROSA,43,5000,13000,754394
2015IPV1Benin,Benin,2015,IPV1,WCAR,31,115000,371000,11485048
2015IPV1Belize,Belize,2015,IPV1,LACR,7,1000,8000,383071
2015IPV1Bangladesh,Bangladesh,2015,IPV1,ROSA,51,1482000,2906000,161356039
2015IPV1Bahrain,Bahrain,2015,IPV1,MENA,98,21000,21000,1569439
2015IPV1Antigua and Barbuda,Antigua and Barbuda,2015,IPV1,LACR,21,500,1000,96286
2015IPV1Algeria,Algeria,2015,IPV1,MENA,8,79000,991000,42228429
2015IPV1Georgia,Georgia,2015,IPV1,CEECIS,10,6000,56000,3727505
2015IPV1Algeria,Algeria,2015,IPV1,MENA,8,79000,991000,34730608
2015IPV1Ecuador,Ecuador,2015,IPV1,LACR,3,10000,328000,16491115
2015IPV1Cote d'Ivoire,Cote d'Ivoire,2015,IPV1,WCAR,27,214000,794000,23822714
2015IPV1Madagascar,Madagascar,2015,IPV1,ESAR,30,235000,785000,23589887
2015IPV1Libya,Libya,2015,IPV1,MENA,98,128000,131000,6362037
2015IPV1Lebanon,Lebanon,2015,IPV1,MENA,96,106000,110000,6262410
2015IPV1Kuwait,Kuwait,2015,IPV1,MENA,97,58000,60000,3690942
2015IPV1Kiribati,Kiribati,2015,IPV1,EAPR,52,2000,3000,109391
2015IPV1Kazakhstan,Kazakhstan,2015,IPV1,CEECIS,99,384000,388000,17288285
2015IPV1Jordan,Jordan,2015,IPV1,MENA,99,214000,217000,8920049
2015IPV1Jamaica,Jamaica,2015,IPV1,LACR,33,16000,47000,2875136
2015IPV1Israel,Israel,2015,IPV1,Industrialized,95,159000,168000,8215700
2015IPV1Maldives,Maldives,2015,IPV1,ROSA,82,6000,7000,435015
2015IPV1India,India,2015,IPV1,ROSA,1,236000,23558000,1295604184
2015IPV1Guyana,Guyana,2015,IPV1,LACR,31,5000,15000,763380
2015IPV1Guinea,Guinea,2015,IPV1,WCAR,8,33000,407000,11150977
2015IPV1Grenada,Grenada,2015,IPV1,LACR,54,1000,2000,108902
2015IPV1Georgia,Georgia,2015,IPV1,CEECIS,10,6000,56000,3719414
2015IPV1Ecuador,Ecuador,2015,IPV1,LACR,3,10000,328000,15951838
2015IPV1Dominican Republic,Dominican Republic,2015,IPV1,LACR,6,12000,203000,10165178
2015IPV1Cote d'Ivoire,Cote d'Ivoire,2015,IPV1,WCAR,27,214000,794000,22647683
2015IPV1Comoros,Comoros,2015,IPV1,ESAR,91,22000,24000,759390
2015IPV1Colombia,Colombia,2015,IPV1,LACR,92,674000,732000,46969209
2015IPV1Honduras,Honduras,2015,IPV1,LACR,9,18000,201000,8955589
2015IPV1Chad,Chad,2015,IPV1,WCAR,28,159000,569000,13663559
2015IPV1Mauritania,Mauritania,2015,IPV1,WCAR,6,8000,134000,3930896
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,621810
2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,10554883
2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,54545991
2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,587079
2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,5469724
2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,91359
2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7130576
2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,14174731
2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,30916994
2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,143819666
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,120355128
2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2459198
2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,3901315
2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,195306825
2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,4027260
2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,176404902
2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,19240157
2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6142733
2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,26906926
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,52280807
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,34192347
2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,30090359
2015IPV1Sri Lanka,Sri Lanka,2015,IPV1,ROSA,47,162000,344000,20778000
2015IPV1Central African Republic,Central African Republic,2015,IPV1,WCAR,2,3000,151000,4464175
2015IPV1Burundi,Burundi,2015,IPV1,ESAR,4,16000,397000,9844297
2015IPV1Solomon Islands,Solomon Islands,2015,IPV1,EAPR,7,1000,20000,571335
2015IPV1Singapore,Singapore,2015,IPV1,EAPR,98,50000,51000,5399162
2015IPV1Seychelles,Seychelles,2015,IPV1,ESAR,35,1000,2000,89949
2015IPV1Serbia,Serbia,2015,IPV1,CEECIS,98,83000,85000,7164132
2015IPV1Senegal,Senegal,2015,IPV1,WCAR,81,414000,511000,13782420
2015IPV1Saudi Arabia,Saudi Arabia,2015,IPV1,MENA,98,595000,607000,30052518
2015IPV1Russian Federation,Russian Federation,2015,IPV1,CEECIS,97,1829000,1885000,143506911
2015IPV1Qatar,Qatar,2015,IPV1,MENA,96,24000,25000,2336574
2015IPV1Peru,Peru,2015,IPV1,LACR,98,551000,562000,29773987
2015IPV1South Africa,South Africa,2015,IPV1,ESAR,91,1061000,1166000,53689236
2015IPV1Panama,Panama,2015,IPV1,LACR,80,62000,78000,3835437
2015IPV1Oman,Oman,2015,IPV1,MENA,99,85000,86000,3764805
2015IPV1Nigeria,Nigeria,2015,IPV1,WCAR,45,2993000,6651000,171765769
2015IPV1Niger,Niger,2015,IPV1,WCAR,27,244000,905000,18504255
2015IPV1Nicaragua,Nicaragua,2015,IPV1,LACR,9,12000,134000,6062454
2015IPV1Nepal,Nepal,2015,IPV1,ROSA,59,327000,554000,26917906
2015IPV1Myanmar,Myanmar,2015,IPV1,EAPR,8,73000,911000,51852451
2015IPV1Morocco,Morocco,2015,IPV1,MENA,33,227000,688000,33715693
2015IPV1Montenegro,Montenegro,2015,IPV1,CEECIS,96,7000,7000,621207
2015IPV1Mexico,Mexico,2015,IPV1,LACR,99,2208000,2230000,118827161
2015IPV1Pakistan,Pakistan,2015,IPV1,ROSA,20,1089000,5445000,191262919
2015IPV1Cameroon,Cameroon,2015,IPV1,WCAR,31,250000,806000,22681858
2015IPV1South Sudan,South Sudan,2015,IPV1,ESAR,3,11000,358000,10355036
2015IPV1Sudan,Sudan,2015,IPV1,MENA,69,855000,1239000,37072550
2015IPV1Brazil,Brazil,2015,IPV1,LACR,97,2831000,2918000,202763735
