,Unnamed: 0,0,Unnamed: 0.1,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
3250,8002,8002,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1353700
3252,8178,8178,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,75928564
3253,8288,8288,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,35695246
3254,8354,8354,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,45489600
3255,8442,8442,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,9197910
3256,8552,8552,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,256635
3257,61,61,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,33370794
3251,8090,8090,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,10952951
3345,7431,7431,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,20778000
3346,7497,7497,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,37977655
3347,7585,7585,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,553273
3448,7586,7586,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,559143
3447,7498,7498,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,38902950
3446,7432,7432,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,20970000
3445,7344,7344,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,10715658
3444,7256,7256,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,55386367
3443,7146,7146,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,603118
3442,7058,7058,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,5535002
3441,6948,6948,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,93419
3440,6860,6860,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7095383
3439,6772,6772,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,14578459
3438,6706,6706,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,31717667
3437,6640,6640,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,199432
3436,6574,6574,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,193513
3435,6464,6464,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,144096870
3434,6376,6376,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,2565710
3433,6310,6310,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,102113212
3432,6222,6222,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,30470734
3418,5100,5100,20865,2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,622159
3419,5188,5188,20992,2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,34663603
3420,5276,5276,21179,2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,27042002
3421,5342,5342,21335,2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,52680726
3422,5408,5408,21492,2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,2314904
3423,5474,5474,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,27015031
3449,7674,7674,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,17997408
3424,5562,5562,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,6223240
3426,5738,5738,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,181137448
3427,5826,5826,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,4267348
3428,5914,5914,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,199426964
3429,6002,6002,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3968487
3430,6090,6090,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,8107775
3431,6156,6156,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,6688746
3425,5650,5650,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,20001663
3417,5012,5012,20046,2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,121858258
3450,7828,7828,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,1196302
3452,8004,8004,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1370328
3483,2109,2109,7587,2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,23822714
3482,2043,2043,6868,2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,795592
3481,1955,1955,6648,2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,48171392
3480,1845,1845,6280,2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,18209068
3479,1757,1757,6118,2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,14561666
3478,1669,1669,5956,2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,4537687
3477,1581,1581,5624,2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,23926539
3476,1515,1515,5461,2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,15766293
3475,1383,1383,5125,2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,10487998
3474,1295,1295,4279,2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,206163058
3473,1207,1207,4107,2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,2159944
3472,1119,1119,3918,2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3386267
3471,1031,1031,3544,2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,736709
3470,943,943,3371,2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,10872067
3469,855,855,3184,2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,368400
3468,789,789,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,285796
3467,701,701,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,157970840
3453,8092,8092,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,11179949
3454,8180,8180,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,78529409
3455,8290,8290,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,38225453
3456,8356,8356,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,45154029
3457,8444,8444,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,9262900
3458,8554,8554,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,271130
3451,7916,7916,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,100781
3459,63,63,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,35383128
3461,217,217,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,40551404
3462,327,327,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,94527
3463,415,415,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,43590368
3464,481,481,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,2936146
3465,547,547,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,9757812
3466,613,613,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,1425791
3460,129,129,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,2876101
3207,4350,4350,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,5914621
3416,4946,4946,19851,2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1262605
3414,4792,4792,19128,2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,17438778
3378,1756,1756,6118,2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,14110975
3377,1668,1668,5956,2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,4493170
3376,1580,1580,5624,2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,23298368
3375,1514,1514,5461,2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,15521436
3374,1382,1382,5125,2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,10160030
3373,1294,1294,4279,2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,204471769
3372,1206,1206,4107,2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,2120716
3371,1118,1118,3918,2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3429361
3370,1030,1030,3544,2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,727876
3369,942,942,3371,2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,10575952
3368,854,854,3184,2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,360933
3367,788,788,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,285324
3366,700,700,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,156256276
3365,612,612,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,1371851
3364,546,546,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,9649341
3363,480,480,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,2925553
3362,414,414,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,43131966
3348,7673,7673,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,18715672
3349,7827,7827,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,1174331
3350,7915,7915,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,101028
3351,8003,8003,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1362342
3352,8091,8091,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,11063201
3353,8179,8179,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,77231907
3379,1844,1844,6280,2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,17969353
3354,8289,8289,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,36912148
3356,8443,8443,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,9214175
3357,8553,8553,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,263888
3358,62,62,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,34413603
3359,128,128,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,2880703
3360,216,216,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,39728025
3361,326,326,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,93566
3355,8355,8355,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,45271947
3415,4858,4858,19698,2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,4046301
3380,1954,1954,6648,2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,47520667
3382,2108,2108,7587,2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,23226143
3413,4704,4704,18960,2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,454915
3412,4616,4616,18440,2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,24234088
3411,4528,4528,17849,2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,6418315
3410,4418,4418,17534,2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2059021
3409,4352,4352,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,6532678
3408,4264,4264,16565,2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,3835591
3407,4176,4176,16364,2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,110930
3406,4110,4110,16180,2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,47878336
3405,4022,4022,15973,2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,17542806
3404,3934,3934,15779,2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,9266575
3403,3846,3846,15442,2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2891021
3402,3758,3758,15066,2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,8380100
3401,3648,3648,14340,2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,258383256
3400,3560,3560,14183,2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1310152403
3399,3472,3472,13644,2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,9112916
3398,3406,3406,13496,2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,10695542
3397,3318,3318,13271,2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,767432
3383,2196,2196,7942,2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11324781
3384,2262,2262,8980,2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,913993
3385,2328,2328,9324,2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,10281680
3386,2416,2416,9526,2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,16212020
3387,2504,2504,9929,2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,6325124
3388,2570,2570,10134,2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,1168568
3381,2042,2042,6868,2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,777424
3389,2658,2658,10603,2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,1104044
3391,2834,2834,11486,2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1947686
3392,2900,2900,11850,2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,3725276
3393,3010,3010,12604,2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,109599
3394,3098,3098,12782,2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,16252429
3395,3164,3164,12959,2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,11432088
3396,3252,3252,13116,2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1737202
3390,2768,2768,10928,2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,868627
2651,55,55,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,27722276
2436,7422,7422,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,19544988
2649,8436,8436,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,6168838
1917,6207,6207,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,26459944
1916,6141,6141,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5323201
1915,6075,6075,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,5847586
1914,5987,5987,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3030328
1913,5899,5899,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,142343578
1912,5811,5811,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2267973
1911,5723,5723,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,122283850
1910,5635,5635,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,11331557
1909,5547,5547,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5069302
1908,5459,5459,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,23941110
1907,5393,5393,21492,2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1794571
1906,5327,5327,21335,2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,46719701
1905,5261,5261,21179,2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,17711927
1904,5173,5173,20992,2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,28793679
1918,6295,6295,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,77991755
1903,5085,5085,20865,2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,604950
1901,4931,4931,19851,2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1186873
1900,4843,4843,19698,2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2630219
1899,4777,4777,19128,2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,10946445
1898,4689,4689,18960,2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,279398
1897,4601,4601,18440,2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,15766806
1896,4513,4513,17849,2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5357891
1895,4403,4403,17534,2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2032804
1894,4337,4337,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,3842778
1893,4249,4249,16565,2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,2045123
1892,4161,4161,16364,2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,84396
1891,4095,4095,16180,2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,31964557
1890,4007,4007,15973,2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,14883626
1889,3919,3919,15779,2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,5122493
1888,3831,3831,15442,2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2654701
1902,4997,4997,20046,2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,98899845
1919,6361,6361,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,592468
1920,6449,6449,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,146596557
1921,6559,6559,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,174454
1952,686,686,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,130088702
1951,598,598,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,697545
1950,532,532,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8111200
1949,466,466,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3050687
1948,400,400,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,37275652
1947,312,312,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,77212
1946,202,202,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,31451514
1945,114,114,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3060173
1944,48,48,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,21606988
1943,8539,8539,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,184972
1942,8429,8429,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,3134062
1941,8341,8341,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,49175848
1940,8275,8275,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,23650172
1939,8165,8165,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,63240194
1938,8077,8077,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9708350
1937,7989,7989,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1267153
1936,7901,7901,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,97973
1922,6625,6625,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,142262
1923,6691,6691,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,20663843
1924,6757,6757,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,9797734
1925,6845,6845,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7516346
1926,6933,6933,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,81131
1927,7043,7043,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,4027887
1887,3743,3743,15066,2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,6289000
1928,7131,7131,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,412660
1930,7329,7329,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,6199394
1931,7417,7417,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,18777601
1932,7483,7483,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,27275015
1933,7571,7571,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,470949
1934,7659,7659,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,16410848
1935,7813,7813,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,884366
1929,7241,7241,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,44967708
1886,3633,3633,14340,2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,211513823
1885,3545,3545,14183,2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1056575549
1884,3457,3457,13644,2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,6574509
1848,465,465,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3069591
1847,399,399,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,36870787
1846,311,311,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,76016
1845,201,201,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,31042235
1844,113,113,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3089027
1843,47,47,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,20779953
1842,8538,8538,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,181265
1841,8428,8428,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,2966034
1840,8340,8340,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,49673350
1839,8274,8274,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,22952410
1838,8164,8164,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,62287397
1837,8076,8076,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9613588
1836,7988,7988,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1263933
1835,7900,7900,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,97482
1834,7812,7812,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,873136
1833,7658,7658,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,16013985
1832,7570,7570,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,465385
1817,6294,6294,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,76325927
1819,6448,6448,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,147214392
1820,6558,6558,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,173609
1821,6624,6624,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,139959
1822,6690,6690,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,20194527
1823,6756,6756,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,9568722
1849,531,531,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8048600
1824,6844,6844,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7540401
1826,7042,7042,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,3958723
1827,7130,7130,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,401586
1828,7240,7240,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,44338543
1829,7328,7328,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,5933882
1830,7416,7416,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,18663284
1831,7482,7482,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,26626520
1825,6932,6932,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,80410
1953,774,774,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,272500
1850,597,597,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,664611
