0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
0,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3148281
1,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3128530
2,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3108778
3,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3089027
4,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3060173
5,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3051010
6,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3039616
7,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3026939
8,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,3011487
9,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2992547
10,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2970017
11,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2947314
12,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2927519
13,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2913021
14,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2905195
15,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2900401
16,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2895092
17,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2889104
18,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2880703
19,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2876101
20,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2873457
21,172,2018RCV1Albania,Albania,2018,RCV1,CEECIS,94,32000,34000,2866376
22,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3148281
23,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3128530
24,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3108778
25,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3089027
26,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3060173
27,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3051010
28,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3039616
29,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3026939
30,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,3011487
31,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2992547
32,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2970017
33,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2947314
34,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2927519
35,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2913021
36,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2905195
37,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2900401
38,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2895092
39,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2889104
40,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2880703
41,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2876101
42,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2873457
43,184,2017RCV1Albania,Albania,2017,RCV1,CEECIS,96,33000,34000,2866376
44,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3148281
45,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3128530
46,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3108778
47,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3089027
48,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3060173
49,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3051010
50,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3039616
51,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3026939
52,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,3011487
53,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2992547
54,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2970017
55,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2947314
56,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2927519
57,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2913021
58,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2905195
59,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2900401
60,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2895092
61,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2889104
62,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2880703
63,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2876101
64,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2873457
65,196,2016RCV1Albania,Albania,2016,RCV1,CEECIS,96,33000,35000,2866376
66,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3148281
67,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3128530
68,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3108778
69,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3089027
70,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3060173
71,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3051010
72,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3039616
73,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3026939
74,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,3011487
75,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2992547
76,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2970017
77,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2947314
78,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2927519
79,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2913021
80,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2905195
81,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2900401
82,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2895092
83,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2889104
84,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2880703
85,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2876101
86,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2873457
87,208,2015RCV1Albania,Albania,2015,RCV1,CEECIS,97,34000,35000,2866376
88,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3148281
89,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3128530
90,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3108778
91,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3089027
92,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3060173
93,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3051010
94,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3039616
95,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3026939
96,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,3011487
97,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2992547
98,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2970017
99,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2947314
100,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2927519
101,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2913021
102,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2905195
103,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2900401
104,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2895092
105,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2889104
106,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2880703
107,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2876101
108,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2873457
109,219,2014RCV1Albania,Albania,2014,RCV1,CEECIS,98,35000,35000,2866376
110,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3148281
111,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3128530
112,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3108778
113,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3089027
114,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3060173
115,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3051010
116,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3039616
117,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3026939
118,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,3011487
119,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2992547
120,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2970017
121,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2947314
122,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2927519
123,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2913021
124,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2905195
125,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2900401
126,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2895092
127,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2889104
128,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2880703
129,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2876101
130,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2873457
131,230,2013RCV1Albania,Albania,2013,RCV1,CEECIS,99,35000,35000,2866376
132,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3148281
133,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3128530
134,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3108778
135,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3089027
136,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3060173
137,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3051010
138,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3039616
139,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3026939
140,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,3011487
141,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2992547
142,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2970017
143,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2947314
144,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2927519
145,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2913021
146,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2905195
147,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2900401
148,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2895092
149,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2889104
150,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2880703
151,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2876101
152,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2873457
153,241,2012RCV1Albania,Albania,2012,RCV1,CEECIS,98,35000,35000,2866376
154,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3148281
155,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3128530
156,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3108778
157,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3089027
158,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3060173
159,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3051010
160,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3039616
161,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3026939
162,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,3011487
163,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2992547
164,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2970017
165,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2947314
166,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2927519
167,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2913021
168,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2905195
169,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2900401
170,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2895092
171,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2889104
172,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2880703
173,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2876101
174,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2873457
175,252,2011RCV1Albania,Albania,2011,RCV1,CEECIS,99,35000,35000,2866376
176,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3148281
177,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3128530
178,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3108778
179,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3089027
180,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3060173
181,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3051010
182,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3039616
183,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3026939
184,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,3011487
185,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2992547
186,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2970017
187,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2947314
188,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2927519
189,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2913021
190,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2905195
191,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2900401
192,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2895092
193,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2889104
194,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2880703
195,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2876101
196,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2873457
197,262,2010RCV1Albania,Albania,2010,RCV1,CEECIS,99,35000,35000,2866376
198,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3148281
199,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3128530
200,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3108778
201,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3089027
202,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3060173
203,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3051010
204,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3039616
205,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3026939
206,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,3011487
207,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2992547
208,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2970017
209,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2947314
210,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2927519
211,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2913021
212,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2905195
213,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2900401
214,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2895092
215,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2889104
216,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2880703
217,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2876101
218,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2873457
219,272,2009RCV1Albania,Albania,2009,RCV1,CEECIS,97,34000,35000,2866376
220,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3148281
221,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3128530
222,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3108778
223,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3089027
224,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3060173
225,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3051010
226,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3039616
227,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3026939
228,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,3011487
229,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2992547
230,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2970017
231,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2947314
232,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2927519
233,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2913021
234,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2905195
235,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2900401
236,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2895092
237,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2889104
238,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2880703
239,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2876101
240,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2873457
241,281,2008RCV1Albania,Albania,2008,RCV1,CEECIS,98,35000,35000,2866376
242,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3148281
243,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3128530
244,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3108778
245,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3089027
246,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3060173
247,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3051010
248,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3039616
249,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3026939
250,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,3011487
251,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2992547
252,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2970017
253,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2947314
254,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2927519
255,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2913021
256,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2905195
257,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2900401
258,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2895092
259,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2889104
260,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2880703
261,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2876101
262,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2873457
263,290,2007RCV1Albania,Albania,2007,RCV1,CEECIS,97,35000,36000,2866376
264,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3148281
265,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3128530
266,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3108778
267,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3089027
268,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3060173
269,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3051010
270,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3039616
271,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3026939
272,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,3011487
273,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2992547
274,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2970017
275,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2947314
276,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2927519
277,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2913021
278,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2905195
279,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2900401
280,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2895092
281,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2889104
282,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2880703
283,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2876101
284,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2873457
285,299,2006RCV1Albania,Albania,2006,RCV1,CEECIS,95,35000,37000,2866376
286,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3148281
287,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3128530
288,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3108778
289,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3089027
290,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3060173
291,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3051010
292,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3039616
293,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3026939
294,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,3011487
295,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2992547
296,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2970017
297,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2947314
298,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2927519
299,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2913021
300,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2905195
301,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2900401
302,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2895092
303,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2889104
304,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2880703
305,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2876101
306,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2873457
307,308,2005RCV1Albania,Albania,2005,RCV1,CEECIS,97,37000,39000,2866376
308,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3148281
309,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3128530
310,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3108778
311,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3089027
312,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3060173
313,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3051010
314,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3039616
315,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3026939
316,317,2004RCV1Albania,Albania,2004,RCV1,CEECIS,96,39000,40000,3011487
