0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
13153,9666,2004RCV1Ecuador,Ecuador,2004,RCV1,LACR,99,309000,312000,16491115
13154,9666,2004RCV1Ecuador,Ecuador,2004,RCV1,LACR,99,309000,312000,16785361
13155,9666,2004RCV1Ecuador,Ecuador,2004,RCV1,LACR,99,309000,312000,17084357
13156,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,11951452
13157,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,12198449
13158,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,12442115
13159,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,12681123
13160,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,12914667
13161,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,13143465
13162,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,13369678
13163,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,13596388
13164,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,13825847
13165,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,14059384
13166,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,14296557
13167,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,14535739
13168,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,14774424
13169,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,15011117
13170,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,15243883
13171,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,15474102
13172,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,15707474
13173,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,15951838
13174,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,16212020
13175,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,16491115
13176,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,16785361
13177,9675,2003RCV1Ecuador,Ecuador,2003,RCV1,LACR,99,309000,313000,17084357
13178,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,11951452
13179,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,12198449
13180,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,12442115
13181,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,12681123
13182,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,12914667
13183,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,13143465
13184,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,13369678
13185,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,13596388
13186,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,13825847
13187,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,14059384
13188,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,14296557
13189,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,14535739
13190,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,14774424
13191,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,15011117
13192,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,15243883
13193,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,15474102
13194,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,15707474
13195,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,15951838
13196,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,16212020
13197,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,16491115
13198,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,16785361
13199,9683,2002RCV1Ecuador,Ecuador,2002,RCV1,LACR,99,310000,313000,17084357
13200,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,11951452
13201,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,12198449
13202,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,12442115
13203,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,12681123
13204,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,12914667
13205,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,13143465
13206,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,13369678
13207,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,13596388
13208,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,13825847
13209,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,14059384
13210,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,14296557
13211,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,14535739
13212,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,14774424
13213,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,15011117
13214,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,15243883
13215,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,15474102
13216,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,15707474
13217,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,15951838
13218,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,16212020
13219,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,16491115
13220,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,16785361
13221,9691,2001RCV1Ecuador,Ecuador,2001,RCV1,LACR,99,311000,314000,17084357
13222,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,11951452
13223,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,12198449
13224,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,12442115
13225,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,12681123
13226,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,12914667
13227,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,13143465
13228,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,13369678
13229,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,13596388
13230,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,13825847
13231,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,14059384
13232,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,14296557
13233,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,14535739
13234,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,14774424
13235,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,15011117
13236,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,15243883
13237,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,15474102
13238,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,15707474
13239,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,15951838
13240,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,16212020
13241,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,16491115
13242,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,16785361
13243,9699,2000RCV1Ecuador,Ecuador,2000,RCV1,LACR,99,311000,314000,17084357
13244,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,11951452
13245,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,12198449
13246,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,12442115
13247,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,12681123
13248,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,12914667
13249,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,13143465
13250,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,13369678
13251,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,13596388
13252,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,13825847
13253,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,14059384
13254,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,14296557
13255,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,14535739
13256,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,14774424
13257,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,15011117
13258,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,15243883
13259,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,15474102
13260,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,15707474
13261,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,15951838
13262,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,16212020
13263,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,16491115
13264,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,16785361
13265,9706,1999RCV1Ecuador,Ecuador,1999,RCV1,LACR,99,311000,314000,17084357
13266,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,11951452
13267,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,12198449
13268,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,12442115
13269,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,12681123
13270,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,12914667
13271,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,13143465
13272,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,13369678
13273,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,13596388
13274,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,13825847
13275,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,14059384
13276,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,14296557
13277,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,14535739
13278,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,14774424
13279,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,15011117
13280,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,15243883
13281,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,15474102
13282,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,15707474
13283,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,15951838
13284,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,16212020
13285,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,16491115
13286,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,16785361
13287,9712,1998RCV1Ecuador,Ecuador,1998,RCV1,LACR,89,279000,313000,17084357
13288,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,11951452
13289,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,12198449
13290,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,12442115
13291,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,12681123
13292,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,12914667
13293,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,13143465
13294,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,13369678
13295,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,13596388
13296,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,13825847
13297,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,14059384
13298,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,14296557
13299,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,14535739
13300,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,14774424
13301,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,15011117
13302,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,15243883
13303,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,15474102
13304,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,15707474
13305,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,15951838
13306,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,16212020
13307,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,16491115
13308,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,16785361
13309,9718,1997RCV1Ecuador,Ecuador,1997,RCV1,LACR,77,240000,312000,17084357
13310,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5746284
13311,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5797765
13312,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5844846
13313,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5887936
13314,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5927006
13315,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5962136
13316,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,5994077
13317,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6023797
13318,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6052123
13319,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6079399
13320,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6105810
13321,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6131764
13322,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6157686
13323,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6183875
13324,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6210568
13325,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6237923
13326,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6266070
13327,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6295128
13328,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6325124
13329,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6356143
13330,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6388122
13331,9908,2018RCV1El Salvador,El Salvador,2018,RCV1,LACR,81,94000,116000,6420744
13332,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5746284
13333,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5797765
13334,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5844846
13335,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5887936
13336,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5927006
13337,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5962136
13338,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,5994077
13339,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6023797
13340,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6052123
13341,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6079399
13342,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6105810
13343,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6131764
13344,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6157686
13345,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6183875
13346,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6210568
13347,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6237923
13348,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6266070
13349,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6295128
13350,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6325124
13351,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6356143
13352,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6388122
13353,9921,2017RCV1El Salvador,El Salvador,2017,RCV1,LACR,85,99000,116000,6420744
13354,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5746284
13355,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5797765
13356,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5844846
13357,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5887936
13358,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5927006
13359,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5962136
13360,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,5994077
13361,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6023797
13362,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6052123
13363,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6079399
13364,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6105810
13365,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6131764
13366,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6157686
13367,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6183875
13368,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6210568
13369,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6237923
13370,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6266070
13371,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6295128
13372,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6325124
13373,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6356143
13374,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6388122
13375,9934,2016RCV1El Salvador,El Salvador,2016,RCV1,LACR,90,105000,116000,6420744
13376,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5746284
13377,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5797765
13378,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5844846
13379,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5887936
13380,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5927006
13381,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5962136
13382,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,5994077
13383,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6023797
13384,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6052123
13385,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6079399
13386,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6105810
13387,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6131764
13388,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6157686
13389,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6183875
13390,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6210568
13391,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6237923
13392,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6266070
13393,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6295128
13394,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6325124
13395,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6356143
13396,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6388122
13397,9946,2015RCV1El Salvador,El Salvador,2015,RCV1,LACR,95,111000,117000,6420744
13398,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5746284
13399,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5797765
13400,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5844846
13401,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5887936
13402,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5927006
13403,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5962136
13404,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,5994077
13405,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6023797
13406,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6052123
13407,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6079399
13408,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6105810
13409,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6131764
13410,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6157686
13411,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6183875
13412,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6210568
13413,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6237923
13414,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6266070
13415,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6295128
13416,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6325124
13417,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6356143
13418,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6388122
13419,9957,2014RCV1El Salvador,El Salvador,2014,RCV1,LACR,95,111000,117000,6420744
13420,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5746284
13421,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5797765
13422,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5844846
13423,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5887936
13424,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5927006
13425,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5962136
13426,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,5994077
13427,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6023797
13428,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6052123
13429,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6079399
13430,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6105810
13431,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6131764
13432,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6157686
13433,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6183875
13434,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6210568
13435,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6237923
13436,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6266070
13437,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6295128
13438,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6325124
13439,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6356143
13440,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6388122
13441,9968,2013RCV1El Salvador,El Salvador,2013,RCV1,LACR,94,110000,117000,6420744
13442,9979,2012RCV1El Salvador,El Salvador,2012,RCV1,LACR,93,110000,118000,5746284
