,0,0.1,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2622,6650,6650,4454,2002MCV2Brazil,Brazil,2002,MCV2,LACR,80,2781000,3476000,181809246
2620,4846,4846,2940,2002MCV2Belarus,Belarus,2002,MCV2,CEECIS,98,95000,97000,9796749
2596,32565,32565,29204,2002MCV2Slovenia,Slovenia,2002,MCV2,Industrialized,98,18000,18000,1994530
2595,32147,32147,28845,2002MCV2Singapore,Singapore,2002,MCV2,EAPR,96,52000,54000,4175950
2594,31663,31663,28478,2002MCV2Seychelles,Seychelles,2002,MCV2,ESAR,99,1000,1000,83723
2593,31245,31245,28294,2002MCV2Serbia,Serbia,2002,MCV2,CEECIS,75,107000,143000,7496522
2592,30739,30739,27904,2002MCV2Saudi Arabia,Saudi Arabia,2002,MCV2,MENA,96,513000,534000,21805313
2591,30255,30255,27344,2002MCV2Samoa,Samoa,2002,MCV2,EAPR,84,4000,5000,176407
2590,29749,29749,26403,2002MCV2Russian Federation,Russian Federation,2002,MCV2,CEECIS,93,1210000,1301000,145306046
2589,29331,29331,26226,2002MCV2Romania,Romania,2002,MCV2,CEECIS,97,210000,216000,21730496
2597,33005,33005,29697,2002MCV2South Africa,South Africa,2002,MCV2,ESAR,46,447000,971000,46150913
2588,28957,28957,25434,2002MCV2Qatar,Qatar,2002,MCV2,MENA,91,10000,11000,640868
2586,28121,28121,24988,2002MCV2Poland,Poland,2002,MCV2,Industrialized,97,460000,474000,38230364
2585,26911,26911,23996,2002MCV2Panama,Panama,2002,MCV2,LACR,88,56000,63000,3149188
2584,26273,26273,23384,2002MCV2Oman,Oman,2002,MCV2,MENA,98,52000,53000,2334858
2583,25855,25855,23168,2002MCV2Norway,Norway,2002,MCV2,Industrialized,90,54000,60000,4538159
2582,25151,25151,22089,2002MCV2Netherlands,Netherlands,2002,MCV2,Industrialized,96,193000,201000,16148929
2757,10898,10898,8916,2002MCV2Denmark,Denmark,2002,MCV2,Industrialized,92,60000,65000,5419432
2581,23875,23875,20804,2002MCV2Mongolia,Mongolia,2002,MCV2,EAPR,96,43000,45000,2443271
2580,23457,23457,20199,2002MCV2Mexico,Mexico,2002,MCV2,LACR,89,2026000,2277000,101684758
2587,28539,28539,25197,2002MCV2Portugal,Portugal,2002,MCV2,Industrialized,64,68000,106000,10419631
2598,33753,33753,30100,2002MCV2Sri Lanka,Sri Lanka,2002,MCV2,ROSA,92,301000,327000,19062482
2599,34435,34435,30830,2002MCV2Sweden,Sweden,2002,MCV2,Industrialized,94,114000,121000,8924958
2600,35161,35161,31181,2002MCV2Syrian Arab Republic,Syrian Arab Republic,2002,MCV2,MENA,84,434000,517000,17084632
2619,4450,4450,2752,2002MCV2Barbados,Barbados,2002,MCV2,LACR,41,2000,4000,274329
2618,3878,3878,2409,2002MCV2Bahrain,Bahrain,2002,MCV2,MENA,97,14000,15000,778708
2617,3482,3482,2038,2002MCV2Azerbaijan,Azerbaijan,2002,MCV2,CEECIS,67,106000,158000,8234100
2616,3064,3064,1837,2002MCV2Austria,Austria,2002,MCV2,Industrialized,39,30000,76000,8121423
2615,2316,2316,1472,2002MCV2Armenia,Armenia,2002,MCV2,CEECIS,95,34000,36000,3017932
2614,1898,1898,1261,2002MCV2Argentina,Argentina,2002,MCV2,LACR,83,590000,711000,38087868
2613,1084,1084,520,2002MCV2Algeria,Algeria,2002,MCV2,MENA,93,624000,670000,32264157
2612,688,688,333,2002MCV2Albania,Albania,2002,MCV2,CEECIS,93,54000,58000,3039616
2611,40265,40265,34498,2002MCV2Uzbekistan,Uzbekistan,2002,MCV2,CEECIS,97,503000,518000,25271850
2610,39715,39715,34103,2002MCV2United States,United States,2002,MCV2,Industrialized,86,3252000,3782000,287625193
2609,39297,39297,33737,2002MCV2United Kingdom,United Kingdom,2002,MCV2,Industrialized,74,516000,697000,59370479
2608,38879,38879,33563,2002MCV2United Arab Emirates,United Arab Emirates,2002,MCV2,MENA,92,45000,49000,3478777
2607,38461,38461,33344,2002MCV2Ukraine,Ukraine,2002,MCV2,CEECIS,98,456000,465000,48202500
2606,38043,38043,32802,2002MCV2Turkmenistan,Turkmenistan,2002,MCV2,CEECIS,87,93000,107000,4610005
2605,37647,37647,32616,2002MCV2Turkey,Turkey,2002,MCV2,CEECIS,83,1072000,1291000,65145367
2604,37229,37229,32410,2002MCV2Tunisia,Tunisia,2002,MCV2,MENA,98,170000,174000,9871251
2603,36833,36833,32221,2002MCV2Trinidad and Tobago,Trinidad and Tobago,2002,MCV2,LACR,77,14000,18000,1277213
2602,35997,35997,31546,2002MCV2Thailand,Thailand,2002,MCV2,EAPR,89,869000,976000,64069087
2601,35579,35579,31380,2002MCV2Tajikistan,Tajikistan,2002,MCV2,CEECIS,93,161000,173000,6426867
2621,6100,6100,4043,2002MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2002,MCV2,CEECIS,90,44000,49000,3762173
2667,35998,35998,31546,2002MCV2Thailand,Thailand,2002,MCV2,EAPR,89,869000,976000,64549866
2623,7068,7068,4667,2002MCV2Brunei Darussalam,Brunei Darussalam,2002,MCV2,EAPR,96,7000,7000,353293
2669,37230,37230,32410,2002MCV2Tunisia,Tunisia,2002,MCV2,MENA,98,170000,174000,9945277
2732,35999,35999,31546,2002MCV2Thailand,Thailand,2002,MCV2,EAPR,89,869000,976000,64995299
2731,35581,35581,31380,2002MCV2Tajikistan,Tajikistan,2002,MCV2,CEECIS,93,161000,173000,6662389
2730,35163,35163,31181,2002MCV2Syrian Arab Republic,Syrian Arab Republic,2002,MCV2,MENA,84,434000,517000,17827825
2729,34437,34437,30830,2002MCV2Sweden,Sweden,2002,MCV2,Industrialized,94,114000,121000,8993531
2728,33755,33755,30100,2002MCV2Sri Lanka,Sri Lanka,2002,MCV2,ROSA,92,301000,327000,19387153
2727,33007,33007,29697,2002MCV2South Africa,South Africa,2002,MCV2,ESAR,46,447000,971000,47291610
2726,32567,32567,29204,2002MCV2Slovenia,Slovenia,2002,MCV2,Industrialized,98,18000,18000,1997012
2725,32149,32149,28845,2002MCV2Singapore,Singapore,2002,MCV2,EAPR,96,52000,54000,4166664
2734,37231,37231,32410,2002MCV2Tunisia,Tunisia,2002,MCV2,MENA,98,170000,174000,10022277
2724,31665,31665,28478,2002MCV2Seychelles,Seychelles,2002,MCV2,ESAR,99,1000,1000,82475
2722,30741,30741,27904,2002MCV2Saudi Arabia,Saudi Arabia,2002,MCV2,MENA,96,513000,534000,23132682
2721,30257,30257,27344,2002MCV2Samoa,Samoa,2002,MCV2,EAPR,84,4000,5000,178590
2720,29751,29751,26403,2002MCV2Russian Federation,Russian Federation,2002,MCV2,CEECIS,93,1210000,1301000,144067054
2719,29333,29333,26226,2002MCV2Romania,Romania,2002,MCV2,CEECIS,97,210000,216000,21451748
2718,28959,28959,25434,2002MCV2Qatar,Qatar,2002,MCV2,MENA,91,10000,11000,753334
2717,28541,28541,25197,2002MCV2Portugal,Portugal,2002,MCV2,Industrialized,64,68000,106000,10483861
2716,28123,28123,24988,2002MCV2Poland,Poland,2002,MCV2,Industrialized,97,460000,474000,38182222
2715,26913,26913,23996,2002MCV2Panama,Panama,2002,MCV2,LACR,88,56000,63000,3269356
2723,31247,31247,28294,2002MCV2Serbia,Serbia,2002,MCV2,CEECIS,75,107000,143000,7463157
2735,37649,37649,32616,2002MCV2Turkey,Turkey,2002,MCV2,CEECIS,83,1072000,1291000,67010930
2736,38045,38045,32802,2002MCV2Turkmenistan,Turkmenistan,2002,MCV2,CEECIS,87,93000,107000,4703401
2737,38463,38463,33344,2002MCV2Ukraine,Ukraine,2002,MCV2,CEECIS,98,456000,465000,47451600
2755,9270,9270,6803,2002MCV2Colombia,Colombia,2002,MCV2,LACR,93,821000,883000,42647723
2754,7488,7488,4878,2002MCV2Bulgaria,Bulgaria,2002,MCV2,CEECIS,79,76000,96000,7658972
2753,7070,7070,4667,2002MCV2Brunei Darussalam,Brunei Darussalam,2002,MCV2,EAPR,96,7000,7000,365114
2668,36834,36834,32221,2002MCV2Trinidad and Tobago,Trinidad and Tobago,2002,MCV2,LACR,77,14000,18000,1283559
2752,6652,6652,4454,2002MCV2Brazil,Brazil,2002,MCV2,LACR,80,2781000,3476000,186127103
2751,6102,6102,4043,2002MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2002,MCV2,CEECIS,90,44000,49000,3765331
2750,4848,4848,2940,2002MCV2Belarus,Belarus,2002,MCV2,CEECIS,98,95000,97000,9663915
2749,4452,4452,2752,2002MCV2Barbados,Barbados,2002,MCV2,LACR,41,2000,4000,276323
2748,3880,3880,2409,2002MCV2Bahrain,Bahrain,2002,MCV2,MENA,97,14000,15000,889164
2747,3484,3484,2038,2002MCV2Azerbaijan,Azerbaijan,2002,MCV2,CEECIS,67,106000,158000,8391850
2746,3066,3066,1837,2002MCV2Austria,Austria,2002,MCV2,Industrialized,39,30000,76000,8227829
2745,2318,2318,1472,2002MCV2Armenia,Armenia,2002,MCV2,CEECIS,95,34000,36000,2981269
2744,1900,1900,1261,2002MCV2Argentina,Argentina,2002,MCV2,LACR,83,590000,711000,38892931
2743,1086,1086,520,2002MCV2Algeria,Algeria,2002,MCV2,MENA,93,624000,670000,33149724
2742,690,690,333,2002MCV2Albania,Albania,2002,MCV2,CEECIS,93,54000,58000,3011487
2741,40267,40267,34498,2002MCV2Uzbekistan,Uzbekistan,2002,MCV2,CEECIS,97,503000,518000,25864350
2740,39717,39717,34103,2002MCV2United States,United States,2002,MCV2,Industrialized,86,3252000,3782000,292805298
2739,39299,39299,33737,2002MCV2United Kingdom,United Kingdom,2002,MCV2,Industrialized,74,516000,697000,59987905
2738,38881,38881,33563,2002MCV2United Arab Emirates,United Arab Emirates,2002,MCV2,MENA,92,45000,49000,4068570
2714,26275,26275,23384,2002MCV2Oman,Oman,2002,MCV2,MENA,98,52000,53000,2445517
2713,25857,25857,23168,2002MCV2Norway,Norway,2002,MCV2,Industrialized,90,54000,60000,4591910
2733,36835,36835,32221,2002MCV2Trinidad and Tobago,Trinidad and Tobago,2002,MCV2,LACR,77,14000,18000,1290123
2681,3065,3065,1837,2002MCV2Austria,Austria,2002,MCV2,Industrialized,39,30000,76000,8171966
2689,7487,7487,4878,2002MCV2Bulgaria,Bulgaria,2002,MCV2,CEECIS,79,76000,96000,7716860
2687,6651,6651,4454,2002MCV2Brazil,Brazil,2002,MCV2,LACR,80,2781000,3476000,184006481
2686,6101,6101,4043,2002MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2002,MCV2,CEECIS,90,44000,49000,3764194
2685,4847,4847,2940,2002MCV2Belarus,Belarus,2002,MCV2,CEECIS,98,95000,97000,9730146
2684,4451,4451,2752,2002MCV2Barbados,Barbados,2002,MCV2,LACR,41,2000,4000,275284
2683,3879,3879,2409,2002MCV2Bahrain,Bahrain,2002,MCV2,MENA,97,14000,15000,829844
2682,3483,3483,2038,2002MCV2Azerbaijan,Azerbaijan,2002,MCV2,CEECIS,67,106000,158000,8306500
2680,2317,2317,1472,2002MCV2Armenia,Armenia,2002,MCV2,CEECIS,95,34000,36000,3000720
2670,37648,37648,32616,2002MCV2Turkey,Turkey,2002,MCV2,CEECIS,83,1072000,1291000,66089402
2679,1899,1899,1261,2002MCV2Argentina,Argentina,2002,MCV2,LACR,83,590000,711000,38491972
2678,1085,1085,520,2002MCV2Algeria,Algeria,2002,MCV2,MENA,93,624000,670000,32692163
2677,689,689,333,2002MCV2Albania,Albania,2002,MCV2,CEECIS,93,54000,58000,3026939
2676,40266,40266,34498,2002MCV2Uzbekistan,Uzbekistan,2002,MCV2,CEECIS,97,503000,518000,25567650
2675,39716,39716,34103,2002MCV2United States,United States,2002,MCV2,Industrialized,86,3252000,3782000,290107933
2674,39298,39298,33737,2002MCV2United Kingdom,United Kingdom,2002,MCV2,Industrialized,74,516000,697000,59647577
2673,38880,38880,33563,2002MCV2United Arab Emirates,United Arab Emirates,2002,MCV2,MENA,92,45000,49000,3711932
2712,25153,25153,22089,2002MCV2Netherlands,Netherlands,2002,MCV2,Industrialized,96,193000,201000,16281779
2671,38044,38044,32802,2002MCV2Turkmenistan,Turkmenistan,2002,MCV2,CEECIS,87,93000,107000,4655743
2672,38462,38462,33344,2002MCV2Ukraine,Ukraine,2002,MCV2,CEECIS,98,456000,465000,47812950
2690,9269,9269,6803,2002MCV2Colombia,Colombia,2002,MCV2,LACR,93,821000,883000,42075955
2691,9929,9929,7880,2002MCV2Croatia,Croatia,2002,MCV2,CEECIS,98,46000,47000,4304600
2688,7069,7069,4667,2002MCV2Brunei Darussalam,Brunei Darussalam,2002,MCV2,EAPR,96,7000,7000,359433
2692,10897,10897,8916,2002MCV2Denmark,Denmark,2002,MCV2,Industrialized,92,60000,65000,5404523
2711,23877,23877,20804,2002MCV2Mongolia,Mongolia,2002,MCV2,EAPR,96,43000,45000,2496391
2710,23459,23459,20199,2002MCV2Mexico,Mexico,2002,MCV2,LACR,89,2026000,2277000,104514932
2709,21545,21545,18189,2002MCV2Lithuania,Lithuania,2002,MCV2,Industrialized,95,39000,41000,3377075
2708,21149,21149,17979,2002MCV2Libya,Libya,2002,MCV2,MENA,86,98000,114000,5710154
2707,20753,20753,17642,2002MCV2Lesotho,Lesotho,2002,MCV2,ESAR,50,27000,54000,2005940
2706,20335,20335,17472,2002MCV2Lebanon,Lebanon,2002,MCV2,MENA,28,25000,91000,4569378
2705,19917,19917,17271,2002MCV2Latvia,Latvia,2002,MCV2,Industrialized,96,23000,24000,2263122
2703,18465,18465,15910,2002MCV2Jordan,Jordan,2002,MCV2,MENA,90,138000,153000,5580244
2702,17827,17827,15569,2002MCV2Jamaica,Jamaica,2002,MCV2,LACR,96,55000,58000,2725015
2701,17299,17299,15206,2002MCV2Israel,Israel,2002,MCV2,Industrialized,97,112000,115000,6809000
2704,18883,18883,16114,2002MCV2Kazakhstan,Kazakhstan,2002,MCV2,CEECIS,98,249000,254000,15012985
2699,15605,15605,13959,2002MCV2Hungary,Hungary,2002,MCV2,Industrialized,99,122000,123000,10107146
2698,15121,15121,13427,2002MCV2Guyana,Guyana,2002,MCV2,LACR,80,15000,19000,745737
2697,14681,14681,12719,2002MCV2Grenada,Grenada,2002,MCV2,LACR,74,1000,2000,104347
2696,13889,13889,12170,2002MCV2Germany,Germany,2002,MCV2,Industrialized,77,611000,794000,82516260
2695,13493,13493,11990,2002MCV2Georgia,Georgia,2002,MCV2,CEECIS,40,20000,51000,3927340
2693,12129,12129,10539,2002MCV2Estonia,Estonia,2002,MCV2,Industrialized,94,19000,21000,1362550
2700,16903,16903,14830,2002MCV2Iraq,Iraq,2002,MCV2,MENA,48,390000,813000,26313838
2694,12547,12547,10715,2002MCV2Eswatini,Eswatini,2002,MCV2,ESAR,99,28000,28000,1026286
4682,31232,31232,28287,2003MCV2Serbia,Serbia,2003,MCV2,CEECIS,96,134000,140000,7234099
4677,28944,28944,25424,2003MCV2Qatar,Qatar,2003,MCV2,MENA,91,10000,11000,2035871
4676,28526,28526,25187,2003MCV2Portugal,Portugal,2003,MCV2,Industrialized,72,76000,106000,10557560
4680,30242,30242,27336,2003MCV2Samoa,Samoa,2003,MCV2,EAPR,65,3000,5000,187469
4679,29736,29736,26395,2003MCV2Russian Federation,Russian Federation,2003,MCV2,CEECIS,96,1226000,1277000,142960868
4681,30726,30726,27894,2003MCV2Saudi Arabia,Saudi Arabia,2003,MCV2,MENA,97,510000,526000,28267685
4683,31650,31650,28470,2003MCV2Seychelles,Seychelles,2003,MCV2,ESAR,99,1000,1000,87441
4678,29318,29318,26217,2003MCV2Romania,Romania,2003,MCV2,CEECIS,97,208000,214000,20147528
4675,28108,28108,24979,2003MCV2Poland,Poland,2003,MCV2,Industrialized,97,438000,451000,38063255
4707,3469,3469,2029,2003MCV2Azerbaijan,Azerbaijan,2003,MCV2,CEECIS,66,99000,149000,9295784
4673,26260,26260,23374,2003MCV2Oman,Oman,2003,MCV2,MENA,98,51000,52000,3251108
4672,25842,25842,23161,2003MCV2Norway,Norway,2003,MCV2,Industrialized,89,54000,61000,4953088
4671,25138,25138,22082,2003MCV2Netherlands,Netherlands,2003,MCV2,Industrialized,98,197000,201000,16693074
4670,23862,23862,20796,2003MCV2Mongolia,Mongolia,2003,MCV2,EAPR,98,42000,43000,2770362
4669,23444,23444,20190,2003MCV2Mexico,Mexico,2003,MCV2,LACR,96,2174000,2264000,115695473
4668,22762,22762,19403,2003MCV2Malta,Malta,2003,MCV2,Industrialized,2,100,5000,416268
4667,21530,21530,18179,2003MCV2Lithuania,Lithuania,2003,MCV2,Industrialized,93,36000,38000,3028115
4666,21134,21134,17971,2003MCV2Libya,Libya,2003,MCV2,MENA,90,102000,113000,6247439
4684,32134,32134,28837,2003MCV2Singapore,Singapore,2003,MCV2,EAPR,96,52000,54000,5183688
4665,20738,20738,17636,2003MCV2Lesotho,Lesotho,2003,MCV2,ESAR,47,25000,53000,2003787
4674,26898,26898,23986,2003MCV2Panama,Panama,2003,MCV2,LACR,89,57000,64000,3706483
4685,32552,32552,29196,2003MCV2Slovenia,Slovenia,2003,MCV2,Industrialized,98,18000,18000,2052843
4703,1071,1071,514,2003MCV2Algeria,Algeria,2003,MCV2,MENA,96,613000,639000,37383887
4687,33740,33740,30093,2003MCV2Sri Lanka,Sri Lanka,2003,MCV2,ROSA,90,296000,329000,20398670
4664,20320,20320,17464,2003MCV2Lebanon,Lebanon,2003,MCV2,MENA,14,13000,91000,5202343
4706,3051,3051,1829,2003MCV2Austria,Austria,2003,MCV2,Industrialized,46,37000,80000,8429991
4705,2303,2303,1463,2003MCV2Armenia,Armenia,2003,MCV2,CEECIS,93,38000,41000,2884229
4704,1885,1885,1252,2003MCV2Argentina,Argentina,2003,MCV2,LACR,80,564000,705000,41733271
4708,3865,3865,2401,2003MCV2Bahrain,Bahrain,2003,MCV2,MENA,99,15000,15000,1299943
4702,675,675,324,2003MCV2Albania,Albania,2003,MCV2,CEECIS,93,52000,56000,2900401
4701,40252,40252,34490,2003MCV2Uzbekistan,Uzbekistan,2003,MCV2,CEECIS,98,510000,520000,29339400
4700,39702,39702,34094,2003MCV2United States,United States,2003,MCV2,Industrialized,86,3400000,3954000,311580009
4699,39284,39284,33730,2003MCV2United Kingdom,United Kingdom,2003,MCV2,Industrialized,77,546000,709000,63258918
4686,32992,32992,29689,2003MCV2South Africa,South Africa,2003,MCV2,ESAR,52,500000,962000,52004172
4698,38866,38866,33553,2003MCV2United Arab Emirates,United Arab Emirates,2003,MCV2,MENA,92,47000,51000,8946777
4696,38030,38030,32794,2003MCV2Turkmenistan,Turkmenistan,2003,MCV2,CEECIS,89,90000,101000,5174085
4695,37634,37634,32609,2003MCV2Turkey,Turkey,2003,MCV2,CEECIS,97,1268000,1307000,73443863
4694,37216,37216,32403,2003MCV2Tunisia,Tunisia,2003,MCV2,MENA,99,168000,170000,10741880
4693,36820,36820,32212,2003MCV2Trinidad and Tobago,Trinidad and Tobago,2003,MCV2,LACR,73,13000,17000,1336178
4692,36468,36468,32018,2003MCV2Tonga,Tonga,2003,MCV2,EAPR,82,2000,3000,103562
4691,35984,35984,31538,2003MCV2Thailand,Thailand,2003,MCV2,EAPR,92,879000,955000,67518382
4690,35566,35566,31372,2003MCV2Tajikistan,Tajikistan,2003,MCV2,CEECIS,94,162000,172000,7697510
4689,35148,35148,31172,2003MCV2Syrian Arab Republic,Syrian Arab Republic,2003,MCV2,MENA,83,413000,497000,21082966
4688,34422,34422,30822,2003MCV2Sweden,Sweden,2003,MCV2,Industrialized,95,116000,123000,9449213
4697,38448,38448,33335,2003MCV2Ukraine,Ukraine,2003,MCV2,CEECIS,99,440000,444000,45706100
4663,19902,19902,17261,2003MCV2Latvia,Latvia,2003,MCV2,Industrialized,97,21000,22000,2059709
4622,36467,36467,32018,2003MCV2Tonga,Tonga,2003,MCV2,EAPR,82,2000,3000,103986
4661,18450,18450,15901,2003MCV2Jordan,Jordan,2003,MCV2,MENA,91,140000,153000,7663131
4636,3050,3050,1829,2003MCV2Austria,Austria,2003,MCV2,Industrialized,46,37000,80000,8391643
4635,2302,2302,1463,2003MCV2Armenia,Armenia,2003,MCV2,CEECIS,93,38000,41000,2876538
4634,1884,1884,1252,2003MCV2Argentina,Argentina,2003,MCV2,LACR,80,564000,705000,41261490
4633,1070,1070,514,2003MCV2Algeria,Algeria,2003,MCV2,MENA,96,613000,639000,36661444
4632,674,674,324,2003MCV2Albania,Albania,2003,MCV2,CEECIS,93,52000,56000,2905195
4631,40251,40251,34490,2003MCV2Uzbekistan,Uzbekistan,2003,MCV2,CEECIS,98,510000,520000,28562400
4630,39701,39701,34094,2003MCV2United States,United States,2003,MCV2,Industrialized,86,3400000,3954000,309326085
4629,39283,39283,33730,2003MCV2United Kingdom,United Kingdom,2003,MCV2,Industrialized,77,546000,709000,62766365
4628,38865,38865,33553,2003MCV2United Arab Emirates,United Arab Emirates,2003,MCV2,MENA,92,47000,51000,8549988
4637,3468,3468,2029,2003MCV2Azerbaijan,Azerbaijan,2003,MCV2,CEECIS,66,99000,149000,9173082
4627,38447,38447,33335,2003MCV2Ukraine,Ukraine,2003,MCV2,CEECIS,99,440000,444000,45870700
4625,37633,37633,32609,2003MCV2Turkey,Turkey,2003,MCV2,CEECIS,97,1268000,1307000,72326988
4624,37215,37215,32403,2003MCV2Tunisia,Tunisia,2003,MCV2,MENA,99,168000,170000,10635244
4623,36819,36819,32212,2003MCV2Trinidad and Tobago,Trinidad and Tobago,2003,MCV2,LACR,73,13000,17000,1328147
4621,35983,35983,31538,2003MCV2Thailand,Thailand,2003,MCV2,EAPR,92,879000,955000,67195028
4620,35565,35565,31372,2003MCV2Tajikistan,Tajikistan,2003,MCV2,CEECIS,94,162000,172000,7527394
4619,35147,35147,31172,2003MCV2Syrian Arab Republic,Syrian Arab Republic,2003,MCV2,MENA,83,413000,497000,21362529
4617,33739,33739,30093,2003MCV2Sri Lanka,Sri Lanka,2003,MCV2,ROSA,90,296000,329000,20261737
4709,4437,4437,2744,2003MCV2Barbados,Barbados,2003,MCV2,LACR,71,3000,4000,283700
4618,34421,34421,30822,2003MCV2Sweden,Sweden,2003,MCV2,Industrialized,95,116000,123000,9378126
4626,38029,38029,32794,2003MCV2Turkmenistan,Turkmenistan,2003,MCV2,CEECIS,89,90000,101000,5087213
4662,18868,18868,16106,2003MCV2Kazakhstan,Kazakhstan,2003,MCV2,CEECIS,99,229000,232000,16557201
4638,3864,3864,2401,2003MCV2Bahrain,Bahrain,2003,MCV2,MENA,99,15000,15000,1278151
4640,4832,4832,2932,2003MCV2Belarus,Belarus,2003,MCV2,CEECIS,98,91000,93000,9473172
4660,17812,17812,15562,2003MCV2Jamaica,Jamaica,2003,MCV2,LACR,95,54000,57000,2825929
4659,17284,17284,15197,2003MCV2Israel,Israel,2003,MCV2,Industrialized,97,115000,119000,7765800
4658,16888,16888,14822,2003MCV2Iraq,Iraq,2003,MCV2,MENA,45,334000,743000,30725300
4657,16536,16536,14436,2003MCV2Indonesia,Indonesia,2003,MCV2,EAPR,21,935000,4452000,245116206
4656,16008,16008,14113,2003MCV2Iceland,Iceland,2003,MCV2,Industrialized,92,4000,5000,319014
4655,15590,15590,13951,2003MCV2Hungary,Hungary,2003,MCV2,Industrialized,99,121000,122000,9971727
4654,15106,15106,13417,2003MCV2Guyana,Guyana,2003,MCV2,LACR,71,13000,18000,752028
4653,14666,14666,12711,2003MCV2Grenada,Grenada,2003,MCV2,LACR,68,1000,2000,106796
4652,13874,13874,12162,2003MCV2Germany,Germany,2003,MCV2,Industrialized,83,619000,745000,80274983
4639,4436,4436,2744,2003MCV2Barbados,Barbados,2003,MCV2,LACR,71,3000,4000,282987
4651,13478,13478,11982,2003MCV2Georgia,Georgia,2003,MCV2,CEECIS,57,29000,50000,3756441
4649,12114,12114,10532,2003MCV2Estonia,Estonia,2003,MCV2,Industrialized,96,20000,21000,1327439
4648,11674,11674,10067,2003MCV2El Salvador,El Salvador,2003,MCV2,LACR,77,113000,147000,6210568
4647,10882,10882,8909,2003MCV2Denmark,Denmark,2003,MCV2,Industrialized,88,59000,67000,5570572
4646,9914,9914,7872,2003MCV2Croatia,Croatia,2003,MCV2,CEECIS,98,47000,48000,4280622
4645,9254,9254,6794,2003MCV2Colombia,Colombia,2003,MCV2,LACR,70,610000,871000,45663099
4644,7472,7472,4869,2003MCV2Bulgaria,Bulgaria,2003,MCV2,CEECIS,89,81000,91000,7348328
4643,7054,7054,4657,2003MCV2Brunei Darussalam,Brunei Darussalam,2003,MCV2,EAPR,96,7000,7000,393688
4642,6636,6636,4443,2003MCV2Brazil,Brazil,2003,MCV2,LACR,74,2575000,3480000,197514534
4641,6086,6086,4036,2003MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2003,MCV2,CEECIS,85,40000,48000,3661175
4650,12532,12532,10708,2003MCV2Eswatini,Eswatini,2003,MCV2,ESAR,99,28000,29000,1072032
4710,4833,4833,2932,2003MCV2Belarus,Belarus,2003,MCV2,CEECIS,98,91000,93000,9464495
4797,16538,16538,14436,2003MCV2Indonesia,Indonesia,2003,MCV2,EAPR,21,935000,4452000,251806402
4712,6637,6637,4443,2003MCV2Brazil,Brazil,2003,MCV2,LACR,74,2575000,3480000,199287296
4780,4834,4834,2932,2003MCV2Belarus,Belarus,2003,MCV2,CEECIS,98,91000,93000,9465997
4779,4438,4438,2744,2003MCV2Barbados,Barbados,2003,MCV2,LACR,71,3000,4000,284296
4778,3866,3866,2401,2003MCV2Bahrain,Bahrain,2003,MCV2,MENA,99,15000,15000,1315029
4777,3470,3470,2029,2003MCV2Azerbaijan,Azerbaijan,2003,MCV2,CEECIS,66,99000,149000,9416801
4776,3052,3052,1829,2003MCV2Austria,Austria,2003,MCV2,Industrialized,46,37000,80000,8479823
4775,2304,2304,1463,2003MCV2Armenia,Armenia,2003,MCV2,CEECIS,93,38000,41000,2897584
4774,1886,1886,1252,2003MCV2Argentina,Argentina,2003,MCV2,LACR,80,564000,705000,42202935
4773,1072,1072,514,2003MCV2Algeria,Algeria,2003,MCV2,MENA,96,613000,639000,38140132
4772,676,676,324,2003MCV2Albania,Albania,2003,MCV2,CEECIS,93,52000,56000,2895092
4781,6088,6088,4036,2003MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2003,MCV2,CEECIS,85,40000,48000,3542605
4771,40253,40253,34490,2003MCV2Uzbekistan,Uzbekistan,2003,MCV2,CEECIS,98,510000,520000,29774500
4769,39285,39285,33730,2003MCV2United Kingdom,United Kingdom,2003,MCV2,Industrialized,77,546000,709000,63700300
4768,38867,38867,33553,2003MCV2United Arab Emirates,United Arab Emirates,2003,MCV2,MENA,92,47000,51000,9141596
4767,38449,38449,33335,2003MCV2Ukraine,Ukraine,2003,MCV2,CEECIS,99,440000,444000,45593300
4766,38031,38031,32794,2003MCV2Turkmenistan,Turkmenistan,2003,MCV2,CEECIS,89,90000,101000,5267900
4765,37635,37635,32609,2003MCV2Turkey,Turkey,2003,MCV2,CEECIS,97,1268000,1307000,74653016
4764,37217,37217,32403,2003MCV2Tunisia,Tunisia,2003,MCV2,MENA,99,168000,170000,10847002
4763,36821,36821,32212,2003MCV2Trinidad and Tobago,Trinidad and Tobago,2003,MCV2,LACR,73,13000,17000,1344817
4762,36469,36469,32018,2003MCV2Tonga,Tonga,2003,MCV2,EAPR,82,2000,3000,102737
4761,35985,35985,31538,2003MCV2Thailand,Thailand,2003,MCV2,EAPR,92,879000,955000,67835957
4770,39703,39703,34094,2003MCV2United States,United States,2003,MCV2,Industrialized,86,3400000,3954000,313874218
4760,35567,35567,31372,2003MCV2Tajikistan,Tajikistan,2003,MCV2,CEECIS,94,162000,172000,7874835
