,0,0.1,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
26952,24558,24558,21357,2014MCV2Myanmar,Myanmar,2014,MCV2,EAPR,82,757000,923000,48148902
26953,24888,24888,21996,2014MCV2Netherlands,Netherlands,2014,MCV2,Industrialized,93,184000,198000,16225302
26954,25262,25262,22166,2014MCV2New Zealand,New Zealand,2014,MCV2,Industrialized,86,56000,65000,4027200
26955,25482,25482,22548,2014MCV2Niger,Niger,2014,MCV2,WCAR,3,24000,787000,12647984
26956,25592,25592,23077,2014MCV2Norway,Norway,2014,MCV2,Industrialized,92,56000,60000,4564855
26957,26010,26010,23258,2014MCV2Oman,Oman,2014,MCV2,MENA,99,72000,73000,2386166
26958,26428,26428,23474,2014MCV2Pakistan,Pakistan,2014,MCV2,ROSA,48,2439000,5082000,153093373
26959,26648,26648,23859,2014MCV2Panama,Panama,2014,MCV2,LACR,90,69000,77000,3209048
26961,27374,27374,24467,2014MCV2Peru,Peru,2014,MCV2,LACR,44,251000,571000,27372226
26981,34172,34172,30724,2014MCV2Sweden,Sweden,2014,MCV2,Industrialized,95,110000,116000,8958229
26900,7750,7750,5148,2014MCV2Burundi,Burundi,2014,MCV2,ESAR,60,217000,362000,6909154
26897,6804,6804,4547,2014MCV2Brunei Darussalam,Brunei Darussalam,2014,MCV2,EAPR,96,6000,7000,353293
26839,26647,26647,23859,2014MCV2Panama,Panama,2014,MCV2,LACR,90,69000,77000,3149188
26840,27065,27065,24257,2014MCV2Paraguay,Paraguay,2014,MCV2,LACR,76,106000,139000,5531962
26841,27373,27373,24467,2014MCV2Peru,Peru,2014,MCV2,LACR,44,251000,571000,27100968
26842,27637,27637,24694,2014MCV2Philippines,Philippines,2014,MCV2,EAPR,47,1075000,2288000,81365258
26843,27857,27857,24871,2014MCV2Poland,Poland,2014,MCV2,Industrialized,95,334000,352000,38230364
26844,28275,28275,25077,2014MCV2Portugal,Portugal,2014,MCV2,Industrialized,96,93000,96000,10419631
26845,28693,28693,25302,2014MCV2Qatar,Qatar,2014,MCV2,MENA,95,24000,25000,640868
26838,26427,26427,23474,2014MCV2Pakistan,Pakistan,2014,MCV2,ROSA,48,2439000,5082000,149549700
26846,29067,29067,26115,2014MCV2Romania,Romania,2014,MCV2,CEECIS,84,182000,217000,21730496
26848,29991,29991,27231,2014MCV2Samoa,Samoa,2014,MCV2,EAPR,63,4000,6000,176407
26849,30365,30365,27602,2014MCV2Sao Tome and Principe,Sao Tome and Principe,2014,MCV2,WCAR,71,4000,6000,147447
26850,30475,30475,27776,2014MCV2Saudi Arabia,Saudi Arabia,2014,MCV2,MENA,98,586000,598000,21805313
26851,30871,30871,28004,2014MCV2Senegal,Senegal,2014,MCV2,WCAR,13,62000,479000,10283699
26852,30981,30981,28182,2014MCV2Serbia,Serbia,2014,MCV2,CEECIS,91,90000,99000,7496522
26853,31399,31399,28378,2014MCV2Seychelles,Seychelles,2014,MCV2,ESAR,98,1000,1000,83723
26854,31883,31883,28731,2014MCV2Singapore,Singapore,2014,MCV2,EAPR,90,40000,44000,4175950
26847,29485,29485,26307,2014MCV2Russian Federation,Russian Federation,2014,MCV2,CEECIS,97,1576000,1625000,145306046
26837,26009,26009,23258,2014MCV2Oman,Oman,2014,MCV2,MENA,99,72000,73000,2334858
26836,25591,25591,23077,2014MCV2Norway,Norway,2014,MCV2,Industrialized,92,56000,60000,4538159
26835,25481,25481,22548,2014MCV2Niger,Niger,2014,MCV2,WCAR,3,24000,787000,12189983
26819,20069,20069,17365,2014MCV2Lebanon,Lebanon,2014,MCV2,MENA,63,73000,116000,4182205
26820,20487,20487,17554,2014MCV2Lesotho,Lesotho,2014,MCV2,ESAR,82,39000,48000,2029829
27147,9424,9424,7397,2014MCV2Costa Rica,Costa Rica,2014,MCV2,LACR,90,64000,71000,4285502
26821,20883,20883,17874,2014MCV2Libya,Libya,2014,MCV2,MENA,92,122000,133000,5531089
26822,21279,21279,18069,2014MCV2Lithuania,Lithuania,2014,MCV2,Industrialized,92,25000,27000,3443067
26823,21697,21697,18278,2014MCV2Luxembourg,Luxembourg,2014,MCV2,Industrialized,86,5000,6000,446175
26824,21939,21939,18779,2014MCV2Malaysia,Malaysia,2014,MCV2,EAPR,99,489000,494000,24208391
26825,22247,22247,18981,2014MCV2Maldives,Maldives,2014,MCV2,ROSA,97,7000,8000,294186
26826,22511,22511,19315,2014MCV2Malta,Malta,2014,MCV2,Industrialized,94,4000,4000,395969
26827,22863,22863,19874,2014MCV2Mauritius,Mauritius,2014,MCV2,ESAR,85,13000,15000,1204621
26828,23193,23193,20073,2014MCV2Mexico,Mexico,2014,MCV2,LACR,95,2123000,2235000,101684758
26829,23611,23611,20693,2014MCV2Mongolia,Mongolia,2014,MCV2,EAPR,98,69000,70000,2443271
26830,24029,24029,20886,2014MCV2Montenegro,Montenegro,2014,MCV2,CEECIS,95,8000,8000,609828
26831,24293,24293,21019,2014MCV2Morocco,Morocco,2014,MCV2,MENA,54,368000,681000,29454768
26832,24557,24557,21357,2014MCV2Myanmar,Myanmar,2014,MCV2,EAPR,82,757000,923000,47702171
26833,24887,24887,21996,2014MCV2Netherlands,Netherlands,2014,MCV2,Industrialized,93,184000,198000,16148929
26834,25261,25261,22166,2014MCV2New Zealand,New Zealand,2014,MCV2,Industrialized,86,56000,65000,3948500
26855,32301,32301,29117,2014MCV2Slovenia,Slovenia,2014,MCV2,Industrialized,94,20000,22000,1994530
26856,32741,32741,29589,2014MCV2South Africa,South Africa,2014,MCV2,ESAR,55,642000,1168000,46150913
26857,33159,33159,29824,2014MCV2Spain,Spain,2014,MCV2,Industrialized,93,457000,491000,41431558
26858,33489,33489,30001,2014MCV2Sri Lanka,Sri Lanka,2014,MCV2,ROSA,99,348000,352000,19062482
26880,820,820,422,2014MCV2Algeria,Algeria,2014,MCV2,MENA,99,757000,765000,32264157
26881,1326,1326,949,2014MCV2Antigua and Barbuda,Antigua and Barbuda,2014,MCV2,LACR,99,1000,1000,79300
26882,1634,1634,1134,2014MCV2Argentina,Argentina,2014,MCV2,LACR,96,691000,720000,38087868
26883,2052,2052,1358,2014MCV2Armenia,Armenia,2014,MCV2,CEECIS,97,39000,40000,3017932
26884,2470,2470,1551,2014MCV2Australia,Australia,2014,MCV2,Industrialized,93,290000,312000,19895400
26885,2800,2800,1734,2014MCV2Austria,Austria,2014,MCV2,Industrialized,87,70000,80000,8121423
26886,3218,3218,1926,2014MCV2Azerbaijan,Azerbaijan,2014,MCV2,CEECIS,98,136000,139000,8234100
26887,3614,3614,2299,2014MCV2Bahrain,Bahrain,2014,MCV2,MENA,99,19000,19000,778708
26888,4032,4032,2498,2014MCV2Bangladesh,Bangladesh,2014,MCV2,ROSA,89,2623000,2947000,134791603
26889,4186,4186,2650,2014MCV2Barbados,Barbados,2014,MCV2,LACR,91,3000,3000,274329
26890,4582,4582,2830,2014MCV2Belarus,Belarus,2014,MCV2,CEECIS,98,101000,103000,9796749
26891,5000,5000,3022,2014MCV2Belgium,Belgium,2014,MCV2,Industrialized,85,106000,124000,10376133
26892,5286,5286,3205,2014MCV2Belize,Belize,2014,MCV2,LACR,92,7000,8000,269425
26893,5594,5594,3567,2014MCV2Bhutan,Bhutan,2014,MCV2,ROSA,92,12000,13000,627839
26894,5836,5836,3939,2014MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2014,MCV2,CEECIS,92,33000,36000,3762173
26895,6254,6254,4131,2014MCV2Botswana,Botswana,2014,MCV2,ESAR,85,45000,53000,1734398
26896,6386,6386,4308,2014MCV2Brazil,Brazil,2014,MCV2,LACR,89,2592000,2912000,181809246
26879,424,424,216,2014MCV2Albania,Albania,2014,MCV2,CEECIS,98,31000,32000,3039616
26898,7222,7222,4761,2014MCV2Bulgaria,Bulgaria,2014,MCV2,CEECIS,89,55000,61000,7775327
26878,94,94,51,2014MCV2Afghanistan,Afghanistan,2014,MCV2,ROSA,39,428000,1097000,23680871
26876,40001,40001,34387,2014MCV2Uzbekistan,Uzbekistan,2014,MCV2,CEECIS,99,579000,585000,25271850
26859,33885,33885,30393,2014MCV2Sudan,Sudan,2014,MCV2,MENA,61,711000,1165000,28704778
26860,34039,34039,30553,2014MCV2Suriname,Suriname,2014,MCV2,LACR,18,2000,10000,482235
26861,34171,34171,30724,2014MCV2Sweden,Sweden,2014,MCV2,Industrialized,95,110000,116000,8924958
26862,34589,34589,30907,2014MCV2Switzerland,Switzerland,2014,MCV2,Industrialized,87,73000,84000,7284753
26863,34897,34897,31073,2014MCV2Syrian Arab Republic,Syrian Arab Republic,2014,MCV2,MENA,49,220000,449000,17084632
26864,35315,35315,31272,2014MCV2Tajikistan,Tajikistan,2014,MCV2,CEECIS,98,191000,195000,6426867
26865,35733,35733,31450,2014MCV2Thailand,Thailand,2014,MCV2,EAPR,94,778000,827000,64069087
26866,36217,36217,31910,2014MCV2Tonga,Tonga,2014,MCV2,EAPR,78,2000,3000,99022
26867,36569,36569,32110,2014MCV2Trinidad and Tobago,Trinidad and Tobago,2014,MCV2,LACR,93,18000,20000,1277213
26868,36965,36965,32310,2014MCV2Tunisia,Tunisia,2014,MCV2,MENA,95,187000,197000,9871251
26869,37383,37383,32499,2014MCV2Turkey,Turkey,2014,MCV2,CEECIS,88,1159000,1317000,65145367
26870,37779,37779,32694,2014MCV2Turkmenistan,Turkmenistan,2014,MCV2,CEECIS,99,104000,105000,4610005
26871,38197,38197,33228,2014MCV2Ukraine,Ukraine,2014,MCV2,CEECIS,57,274000,481000,48202500
26872,38615,38615,33437,2014MCV2United Arab Emirates,United Arab Emirates,2014,MCV2,MENA,99,94000,95000,3478777
26873,39033,39033,33648,2014MCV2United Kingdom,United Kingdom,2014,MCV2,Industrialized,89,731000,822000,59370479
26874,39451,39451,33982,2014MCV2United States,United States,2014,MCV2,Industrialized,92,3734000,4058000,287625193
26875,39869,39869,34189,2014MCV2Uruguay,Uruguay,2014,MCV2,LACR,93,43000,47000,3326040
26877,40419,40419,35305,2014MCV2Zambia,Zambia,2014,MCV2,ESAR,33,178000,540000,10971698
26982,34590,34590,30907,2014MCV2Switzerland,Switzerland,2014,MCV2,Industrialized,87,73000,84000,7339001
26899,7640,7640,4975,2014MCV2Burkina Faso,Burkina Faso,2014,MCV2,WCAR,17,105000,620000,12654621
26984,35316,35316,31272,2014MCV2Tajikistan,Tajikistan,2014,MCV2,CEECIS,98,191000,195000,6541547
27088,29993,29993,27231,2014MCV2Samoa,Samoa,2014,MCV2,EAPR,63,4000,6000,178590
27089,30367,30367,27602,2014MCV2Sao Tome and Principe,Sao Tome and Principe,2014,MCV2,WCAR,71,4000,6000,153737
27090,30477,30477,27776,2014MCV2Saudi Arabia,Saudi Arabia,2014,MCV2,MENA,98,586000,598000,23132682
27091,30873,30873,28004,2014MCV2Senegal,Senegal,2014,MCV2,WCAR,13,62000,479000,10810083
27092,30983,30983,28182,2014MCV2Serbia,Serbia,2014,MCV2,CEECIS,91,90000,99000,7463157
27093,31401,31401,28378,2014MCV2Seychelles,Seychelles,2014,MCV2,ESAR,98,1000,1000,82475
27094,31885,31885,28731,2014MCV2Singapore,Singapore,2014,MCV2,EAPR,90,40000,44000,4166664
27087,29487,29487,26307,2014MCV2Russian Federation,Russian Federation,2014,MCV2,CEECIS,97,1576000,1625000,144067054
27095,32303,32303,29117,2014MCV2Slovenia,Slovenia,2014,MCV2,Industrialized,94,20000,22000,1997012
27097,33161,33161,29824,2014MCV2Spain,Spain,2014,MCV2,Industrialized,93,457000,491000,42921895
27098,33491,33491,30001,2014MCV2Sri Lanka,Sri Lanka,2014,MCV2,ROSA,99,348000,352000,19387153
27099,33887,33887,30393,2014MCV2Sudan,Sudan,2014,MCV2,MENA,61,711000,1165000,30214193
27100,34041,34041,30553,2014MCV2Suriname,Suriname,2014,MCV2,LACR,18,2000,10000,493679
27101,34173,34173,30724,2014MCV2Sweden,Sweden,2014,MCV2,Industrialized,95,110000,116000,8993531
27102,34591,34591,30907,2014MCV2Switzerland,Switzerland,2014,MCV2,Industrialized,87,73000,84000,7389625
27103,34899,34899,31073,2014MCV2Syrian Arab Republic,Syrian Arab Republic,2014,MCV2,MENA,49,220000,449000,17827825
27096,32743,32743,29589,2014MCV2South Africa,South Africa,2014,MCV2,ESAR,55,642000,1168000,47291610
27086,29069,29069,26115,2014MCV2Romania,Romania,2014,MCV2,CEECIS,84,182000,217000,21451748
27085,28695,28695,25302,2014MCV2Qatar,Qatar,2014,MCV2,MENA,95,24000,25000,753334
27084,28277,28277,25077,2014MCV2Portugal,Portugal,2014,MCV2,Industrialized,96,93000,96000,10483861
27067,22865,22865,19874,2014MCV2Mauritius,Mauritius,2014,MCV2,ESAR,85,13000,15000,1221003
27068,23195,23195,20073,2014MCV2Mexico,Mexico,2014,MCV2,LACR,95,2123000,2235000,104514932
27069,23613,23613,20693,2014MCV2Mongolia,Mongolia,2014,MCV2,EAPR,98,69000,70000,2496391
27070,24031,24031,20886,2014MCV2Montenegro,Montenegro,2014,MCV2,CEECIS,95,8000,8000,613353
27071,24295,24295,21019,2014MCV2Morocco,Morocco,2014,MCV2,MENA,54,368000,681000,30115214
27072,24559,24559,21357,2014MCV2Myanmar,Myanmar,2014,MCV2,EAPR,82,757000,923000,48564484
27073,24889,24889,21996,2014MCV2Netherlands,Netherlands,2014,MCV2,Industrialized,93,184000,198000,16281779
27074,25263,25263,22166,2014MCV2New Zealand,New Zealand,2014,MCV2,Industrialized,86,56000,65000,4087500
27075,25483,25483,22548,2014MCV2Niger,Niger,2014,MCV2,WCAR,3,24000,787000,13125916
27076,25593,25593,23077,2014MCV2Norway,Norway,2014,MCV2,Industrialized,92,56000,60000,4591910
27077,26011,26011,23258,2014MCV2Oman,Oman,2014,MCV2,MENA,99,72000,73000,2445517
27078,26429,26429,23474,2014MCV2Pakistan,Pakistan,2014,MCV2,ROSA,48,2439000,5082000,156664697
27079,26649,26649,23859,2014MCV2Panama,Panama,2014,MCV2,LACR,90,69000,77000,3269356
27080,27067,27067,24257,2014MCV2Paraguay,Paraguay,2014,MCV2,LACR,76,106000,139000,5730549
27081,27375,27375,24467,2014MCV2Peru,Peru,2014,MCV2,LACR,44,251000,571000,27624213
27082,27639,27639,24694,2014MCV2Philippines,Philippines,2014,MCV2,EAPR,47,1075000,2288000,84710542
27083,27859,27859,24871,2014MCV2Poland,Poland,2014,MCV2,Industrialized,95,334000,352000,38182222
27104,35317,35317,31272,2014MCV2Tajikistan,Tajikistan,2014,MCV2,CEECIS,98,191000,195000,6662389
27106,36219,36219,31910,2014MCV2Tonga,Tonga,2014,MCV2,EAPR,78,2000,3000,100218
27107,36571,36571,32110,2014MCV2Trinidad and Tobago,Trinidad and Tobago,2014,MCV2,LACR,93,18000,20000,1290123
27108,36967,36967,32310,2014MCV2Tunisia,Tunisia,2014,MCV2,MENA,95,187000,197000,10022277
27130,4584,4584,2830,2014MCV2Belarus,Belarus,2014,MCV2,CEECIS,98,101000,103000,9663915
27131,5002,5002,3022,2014MCV2Belgium,Belgium,2014,MCV2,Industrialized,85,106000,124000,10478617
27132,5288,5288,3205,2014MCV2Belize,Belize,2014,MCV2,LACR,92,7000,8000,283800
27133,5596,5596,3567,2014MCV2Bhutan,Bhutan,2014,MCV2,ROSA,92,12000,13000,648739
27134,5838,5838,3939,2014MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2014,MCV2,CEECIS,92,33000,36000,3765331
27135,6256,6256,4131,2014MCV2Botswana,Botswana,2014,MCV2,ESAR,85,45000,53000,1799078
27136,6388,6388,4308,2014MCV2Brazil,Brazil,2014,MCV2,LACR,89,2592000,2912000,186127103
27137,6806,6806,4547,2014MCV2Brunei Darussalam,Brunei Darussalam,2014,MCV2,EAPR,96,6000,7000,365114
27138,7224,7224,4761,2014MCV2Bulgaria,Bulgaria,2014,MCV2,CEECIS,89,55000,61000,7658972
27139,7642,7642,4975,2014MCV2Burkina Faso,Burkina Faso,2014,MCV2,WCAR,17,105000,620000,13421930
27140,7752,7752,5148,2014MCV2Burundi,Burundi,2014,MCV2,ESAR,60,217000,362000,7364862
27141,7884,7884,5310,2014MCV2Cabo Verde,Cabo Verde,2014,MCV2,WCAR,79,8000,11000,463032
27142,8060,8060,5485,2014MCV2Cambodia,Cambodia,2014,MCV2,EAPR,62,219000,353000,13273354
26983,34898,34898,31073,2014MCV2Syrian Arab Republic,Syrian Arab Republic,2014,MCV2,MENA,49,220000,449000,17415214
27143,8214,8214,5806,2014MCV2Canada,Canada,2014,MCV2,Industrialized,86,337000,392000,32243753
27144,8368,8368,6302,2014MCV2Chile,Chile,2014,MCV2,LACR,88,216000,245000,16182721
27145,8698,8698,6490,2014MCV2China,China,2014,MCV2,EAPR,99,17201000,17375000,1303720000
27129,4188,4188,2650,2014MCV2Barbados,Barbados,2014,MCV2,LACR,91,3000,3000,276323
27066,22513,22513,19315,2014MCV2Malta,Malta,2014,MCV2,Industrialized,94,4000,4000,401268
27128,4034,4034,2498,2014MCV2Bangladesh,Bangladesh,2014,MCV2,ROSA,89,2623000,2947000,139035505
27126,3220,3220,1926,2014MCV2Azerbaijan,Azerbaijan,2014,MCV2,CEECIS,98,136000,139000,8391850
27109,37385,37385,32499,2014MCV2Turkey,Turkey,2014,MCV2,CEECIS,88,1159000,1317000,67010930
27110,37781,37781,32694,2014MCV2Turkmenistan,Turkmenistan,2014,MCV2,CEECIS,99,104000,105000,4703401
27111,38199,38199,33228,2014MCV2Ukraine,Ukraine,2014,MCV2,CEECIS,57,274000,481000,47451600
27112,38617,38617,33437,2014MCV2United Arab Emirates,United Arab Emirates,2014,MCV2,MENA,99,94000,95000,4068570
27113,39035,39035,33648,2014MCV2United Kingdom,United Kingdom,2014,MCV2,Industrialized,89,731000,822000,59987905
27114,39453,39453,33982,2014MCV2United States,United States,2014,MCV2,Industrialized,92,3734000,4058000,292805298
27115,39871,39871,34189,2014MCV2Uruguay,Uruguay,2014,MCV2,LACR,93,43000,47000,3321476
27116,40003,40003,34387,2014MCV2Uzbekistan,Uzbekistan,2014,MCV2,CEECIS,99,579000,585000,25864350
27117,40421,40421,35305,2014MCV2Zambia,Zambia,2014,MCV2,ESAR,33,178000,540000,11550642
27118,96,96,51,2014MCV2Afghanistan,Afghanistan,2014,MCV2,ROSA,39,428000,1097000,25654277
27119,426,426,216,2014MCV2Albania,Albania,2014,MCV2,CEECIS,98,31000,32000,3011487
27120,822,822,422,2014MCV2Algeria,Algeria,2014,MCV2,MENA,99,757000,765000,33149724
27121,1328,1328,949,2014MCV2Antigua and Barbuda,Antigua and Barbuda,2014,MCV2,LACR,99,1000,1000,81465
27122,1636,1636,1134,2014MCV2Argentina,Argentina,2014,MCV2,LACR,96,691000,720000,38892931
27123,2054,2054,1358,2014MCV2Armenia,Armenia,2014,MCV2,CEECIS,97,39000,40000,2981269
27124,2472,2472,1551,2014MCV2Australia,Australia,2014,MCV2,Industrialized,93,290000,312000,20394800
27125,2802,2802,1734,2014MCV2Austria,Austria,2014,MCV2,Industrialized,87,70000,80000,8227829
27127,3616,3616,2299,2014MCV2Bahrain,Bahrain,2014,MCV2,MENA,99,19000,19000,889164
27065,22249,22249,18981,2014MCV2Maldives,Maldives,2014,MCV2,ROSA,97,7000,8000,311265
27105,35735,35735,31450,2014MCV2Thailand,Thailand,2014,MCV2,EAPR,94,778000,827000,64995299
27005,2801,2801,1734,2014MCV2Austria,Austria,2014,MCV2,Industrialized,87,70000,80000,8171966
27006,3219,3219,1926,2014MCV2Azerbaijan,Azerbaijan,2014,MCV2,CEECIS,98,136000,139000,8306500
27007,3615,3615,2299,2014MCV2Bahrain,Bahrain,2014,MCV2,MENA,99,19000,19000,829844
27008,4033,4033,2498,2014MCV2Bangladesh,Bangladesh,2014,MCV2,ROSA,89,2623000,2947000,136986432
27009,4187,4187,2650,2014MCV2Barbados,Barbados,2014,MCV2,LACR,91,3000,3000,275284
27010,4583,4583,2830,2014MCV2Belarus,Belarus,2014,MCV2,CEECIS,98,101000,103000,9730146
27011,5001,5001,3022,2014MCV2Belgium,Belgium,2014,MCV2,Industrialized,85,106000,124000,10421137
27012,5287,5287,3205,2014MCV2Belize,Belize,2014,MCV2,LACR,92,7000,8000,276504
27004,2471,2471,1551,2014MCV2Australia,Australia,2014,MCV2,Industrialized,93,290000,312000,20127400
27013,5595,5595,3567,2014MCV2Bhutan,Bhutan,2014,MCV2,ROSA,92,12000,13000,638815
27015,6255,6255,4131,2014MCV2Botswana,Botswana,2014,MCV2,ESAR,85,45000,53000,1765527
27017,6805,6805,4547,2014MCV2Brunei Darussalam,Brunei Darussalam,2014,MCV2,EAPR,96,6000,7000,359433
27018,7223,7223,4761,2014MCV2Bulgaria,Bulgaria,2014,MCV2,CEECIS,89,55000,61000,7716860
27019,7641,7641,4975,2014MCV2Burkina Faso,Burkina Faso,2014,MCV2,WCAR,17,105000,620000,13030569
27020,7751,7751,5148,2014MCV2Burundi,Burundi,2014,MCV2,ESAR,60,217000,362000,7131693
27021,7883,7883,5310,2014MCV2Cabo Verde,Cabo Verde,2014,MCV2,WCAR,79,8000,11000,456617
27022,8059,8059,5485,2014MCV2Cambodia,Cambodia,2014,MCV2,EAPR,62,219000,353000,13066469
27014,5837,5837,3939,2014MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2014,MCV2,CEECIS,92,33000,36000,3764194
27003,2053,2053,1358,2014MCV2Armenia,Armenia,2014,MCV2,CEECIS,97,39000,40000,3000720
27002,1635,1635,1134,2014MCV2Argentina,Argentina,2014,MCV2,LACR,96,691000,720000,38491972
27001,1327,1327,949,2014MCV2Antigua and Barbuda,Antigua and Barbuda,2014,MCV2,LACR,99,1000,1000,80336
26986,36218,36218,31910,2014MCV2Tonga,Tonga,2014,MCV2,EAPR,78,2000,3000,99589
26987,36570,36570,32110,2014MCV2Trinidad and Tobago,Trinidad and Tobago,2014,MCV2,LACR,93,18000,20000,1283559
26988,36966,36966,32310,2014MCV2Tunisia,Tunisia,2014,MCV2,MENA,95,187000,197000,9945277
26985,35734,35734,31450,2014MCV2Thailand,Thailand,2014,MCV2,EAPR,94,778000,827000,64549866
27064,21941,21941,18779,2014MCV2Malaysia,Malaysia,2014,MCV2,EAPR,99,489000,494000,25190652
26989,37384,37384,32499,2014MCV2Turkey,Turkey,2014,MCV2,CEECIS,88,1159000,1317000,66089402
26990,37780,37780,32694,2014MCV2Turkmenistan,Turkmenistan,2014,MCV2,CEECIS,99,104000,105000,4655743
26991,38198,38198,33228,2014MCV2Ukraine,Ukraine,2014,MCV2,CEECIS,57,274000,481000,47812950
26992,38616,38616,33437,2014MCV2United Arab Emirates,United Arab Emirates,2014,MCV2,MENA,99,94000,95000,3711932
26993,39034,39034,33648,2014MCV2United Kingdom,United Kingdom,2014,MCV2,Industrialized,89,731000,822000,59647577
26994,39452,39452,33982,2014MCV2United States,United States,2014,MCV2,Industrialized,92,3734000,4058000,290107933
26995,39870,39870,34189,2014MCV2Uruguay,Uruguay,2014,MCV2,LACR,93,43000,47000,3323668
26996,40002,40002,34387,2014MCV2Uzbekistan,Uzbekistan,2014,MCV2,CEECIS,99,579000,585000,25567650
26997,40420,40420,35305,2014MCV2Zambia,Zambia,2014,MCV2,ESAR,33,178000,540000,11256743
26998,95,95,51,2014MCV2Afghanistan,Afghanistan,2014,MCV2,ROSA,39,428000,1097000,24726684
26999,425,425,216,2014MCV2Albania,Albania,2014,MCV2,CEECIS,98,31000,32000,3026939
27000,821,821,422,2014MCV2Algeria,Algeria,2014,MCV2,MENA,99,757000,765000,32692163
27023,8213,8213,5806,2014MCV2Canada,Canada,2014,MCV2,Industrialized,86,337000,392000,31940655
27024,8367,8367,6302,2014MCV2Chile,Chile,2014,MCV2,LACR,88,216000,245000,16014971
27016,6387,6387,4308,2014MCV2Brazil,Brazil,2014,MCV2,LACR,89,2592000,2912000,184006481
27025,8697,8697,6490,2014MCV2China,China,2014,MCV2,EAPR,99,17201000,17375000,1296075000
27046,15759,15759,14033,2014MCV2Iceland,Iceland,2014,MCV2,Industrialized,93,4000,4000,292074
27047,16111,16111,14205,2014MCV2India,India,2014,MCV2,ROSA,60,14539000,24231000,1129623456
27048,16287,16287,14358,2014MCV2Indonesia,Indonesia,2014,MCV2,EAPR,28,1289000,4604000,223285676
27049,16639,16639,14719,2014MCV2Iraq,Iraq,2014,MCV2,MENA,67,686000,1024000,26313838
27051,17431,17431,15290,2014MCV2Italy,Italy,2014,MCV2,Industrialized,83,472000,568000,57685327
27052,17563,17563,15463,2014MCV2Jamaica,Jamaica,2014,MCV2,LACR,72,33000,46000,2725015
27053,17959,17959,15644,2014MCV2Japan,Japan,2014,MCV2,Industrialized,94,1043000,1110000,127761000
27054,18201,18201,15802,2014MCV2Jordan,Jordan,2014,MCV2,MENA,98,227000,232000,5580244
27055,18619,18619,15998,2014MCV2Kazakhstan,Kazakhstan,2014,MCV2,CEECIS,99,318000,322000,15012985
27056,19125,19125,16391,2014MCV2Kiribati,Kiribati,2014,MCV2,EAPR,80,2000,3000,90499
27057,19345,19345,16590,2014MCV2Kuwait,Kuwait,2014,MCV2,MENA,86,52000,61000,2200492
27058,19653,19653,17151,2014MCV2Latvia,Latvia,2014,MCV2,Industrialized,89,19000,21000,2263122
27059,20071,20071,17365,2014MCV2Lebanon,Lebanon,2014,MCV2,MENA,63,73000,116000,4569378
27060,20489,20489,17554,2014MCV2Lesotho,Lesotho,2014,MCV2,ESAR,82,39000,48000,2005940
27061,20885,20885,17874,2014MCV2Libya,Libya,2014,MCV2,MENA,92,122000,133000,5710154
27062,21281,21281,18069,2014MCV2Lithuania,Lithuania,2014,MCV2,Industrialized,92,25000,27000,3377075
27063,21699,21699,18278,2014MCV2Luxembourg,Luxembourg,2014,MCV2,Industrialized,86,5000,6000,458095
27045,15341,15341,13859,2014MCV2Hungary,Hungary,2014,MCV2,Industrialized,99,95000,96000,10107146
27044,14857,14857,13298,2014MCV2Guyana,Guyana,2014,MCV2,LACR,91,13000,14000,745737
27050,17035,17035,15091,2014MCV2Israel,Israel,2014,MCV2,Industrialized,96,141000,147000,6809000
27033,11205,11205,9555,2014MCV2Ecuador,Ecuador,2014,MCV2,LACR,59,183000,310000,13596388
27028,9665,9665,7774,2014MCV2Croatia,Croatia,2014,MCV2,CEECIS,97,41000,43000,4304600
27029,10061,10061,7964,2014MCV2Cuba,Cuba,2014,MCV2,LACR,98,118000,121000,11250365
27030,10369,10369,8165,2014MCV2Cyprus,Cyprus,2014,MCV2,Industrialized,88,12000,13000,1010408
27043,14417,14417,12623,2014MCV2Grenada,Grenada,2014,MCV2,LACR,92,2000,2000,104347
27031,10633,10633,8826,2014MCV2Denmark,Denmark,2014,MCV2,Industrialized,84,55000,66000,5404523
27032,11029,11029,9004,2014MCV2Djibouti,Djibouti,2014,MCV2,MENA,82,16000,19000,771603
27034,11425,11425,9954,2014MCV2El Salvador,El Salvador,2014,MCV2,LACR,85,101000,119000,6023797
27035,11865,11865,10434,2014MCV2Estonia,Estonia,2014,MCV2,Industrialized,93,11000,12000,1362550
27027,9423,9423,7397,2014MCV2Costa Rica,Costa Rica,2014,MCV2,LACR,90,64000,71000,4225155
27037,12657,12657,10954,2014MCV2Fiji,Fiji,2014,MCV2,EAPR,94,17000,18000,817860
27026,9005,9005,6675,2014MCV2Colombia,Colombia,2014,MCV2,LACR,88,658000,747000,42075955
27038,13031,13031,11323,2014MCV2France,France,2014,MCV2,Industrialized,77,605000,786000,62704895
27039,13229,13229,11877,2014MCV2Georgia,Georgia,2014,MCV2,CEECIS,87,46000,53000,3927340
27040,13625,13625,12066,2014MCV2Germany,Germany,2014,MCV2,Industrialized,93,633000,680000,82516260
